domain_idx,domain_name,n_in,n_out,a_top_in,b_top_out,c_not_top_in,d_not_top_out,odds_ratio,fisher_p,p_adj,median_pos_percentile,tau_cover_95,tau_cover_90,tau_all_in,layer_i,latent_ind,flattened_id,latent_i,latent_label,tau_input
4096,"Peptidase S10, serine carboxypeptidase",10,9990,10,190,0,9800,1080.3700787401576,8.183776315505496e-18,9.886001789130639e-15,0.9963496349634964,0.9958995899589959,0.9958995899589959,0.9958995899589959,12,2112,10304,80,L12-2112,0.98
1799,"tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal",14,9986,7,193,7,9793,50.74093264248705,3.513835669431307e-09,4.2447134886730185e-06,0.97994799479948,0.9527952795279528,0.957995799579958,0.9522952295229523,12,2112,10304,80,L12-2112,0.98
5048,Phosphoglycerate mutase 1,11,9989,5,195,6,9794,41.85470085470086,1.2754860735051818e-06,0.0015407871767942596,0.9793979397939794,0.9672967296729673,0.9682968296829683,0.9662966296629663,12,2112,10304,80,L12-2112,0.98
4,"Phosphoglycerate/bisphosphoglycerate mutase, active site",11,9989,5,195,6,9794,41.85470085470086,1.2754860735051818e-06,0.0015407871767942596,0.9771977197719772,0.9672967296729673,0.9682968296829683,0.9662966296629663,12,2112,10304,80,L12-2112,0.98
5812,"Histidine phosphatase superfamily, clade-1",13,9987,5,195,8,9792,31.384615384615387,3.4388334566400844e-06,0.004154110815621222,0.9787978797879788,0.9674967496749675,0.9684968496849685,0.9662966296629663,12,2112,10304,80,L12-2112,0.98
9044,Histidine phosphatase superfamily,15,9985,5,195,10,9790,25.102564102564102,7.76601521928416e-06,0.009381346384895264,0.9771977197719772,0.9413941394139413,0.9516951695169517,0.93999399939994,12,2112,10304,80,L12-2112,0.98
7697,Ferredoxin--NADP reductase type 2,10,9990,4,196,6,9794,33.31292517006803,2.9672647636528404e-05,0.03584455834492631,0.978097809780978,0.9643964396439644,0.9684968496849685,0.9602960296029603,12,2112,10304,80,L12-2112,0.98
8548,"Phosphoenolpyruvate carboxykinase, N-terminal",10,9990,4,196,6,9794,33.31292517006803,2.9672647636528404e-05,0.03584455834492631,0.9756475647564757,0.9664966496649665,0.9671967196719672,0.9658965896589659,12,2112,10304,80,L12-2112,0.98
8720,"Phosphoenolpyruvate carboxykinase, C-terminal",10,9990,4,196,6,9794,33.31292517006803,2.9672647636528404e-05,0.03584455834492631,0.9756475647564757,0.9664966496649665,0.9671967196719672,0.9658965896589659,12,2112,10304,80,L12-2112,0.98
9278,NAD(P)-binding domain superfamily,206,9794,91,109,115,9685,70.30993218986836,3.2908690085439904e-106,3.9753697623211403e-103,0.9775477547754775,0.9427942794279428,0.9460946094609461,0.5097509750975098,8,2677,6773,56,L8-2677,0.98
9235,FAD/NAD(P)-binding domain superfamily,75,9925,55,145,20,9780,185.48275862068965,6.842718895222652e-80,8.266004425428964e-77,0.9894989498949895,0.9633963396339634,0.9698969896989699,0.8131813181318132,8,2677,6773,56,L8-2677,0.98
4311,Short-chain dehydrogenase/reductase SDR,26,9974,26,174,0,9800,2976.6561604584526,1.2679826756730402e-45,1.5317230722130324e-42,0.9949994999499949,0.9896989698969897,0.990999099909991,0.9876987698769877,8,2677,6773,56,L8-2677,0.98
9059,Alpha/Beta hydrolase fold,63,9937,33,167,30,9770,64.35329341317366,2.9088128758279348e-40,3.5138459540001453e-37,0.980998099809981,0.9427942794279428,0.9528952895289529,0.9357935793579358,8,2677,6773,56,L8-2677,0.98
536,"Short-chain dehydrogenase/reductase, conserved site",17,9983,17,183,0,9800,1869.3051771117166,6.601244502519657e-30,7.974303359043745e-27,0.9964996499649965,0.9908990899089909,0.9926992699269926,0.9876987698769877,8,2677,6773,56,L8-2677,0.98
2515,FAD/NAD(P)-binding domain,15,9985,15,185,0,9800,1637.819407008086,1.9332539622645866e-26,2.3353707864156205e-23,0.9991999199919992,0.9981998199819982,0.9983998399839984,0.997999799979998,8,2677,6773,56,L8-2677,0.98
1489,Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase,19,9981,13,187,6,9794,113.47771836007128,1.3537480399850704e-18,1.635327632301965e-15,0.9856985698569857,0.9578957895789579,0.963996399639964,0.9578957895789579,8,2677,6773,56,L8-2677,0.98
7697,Ferredoxin--NADP reductase type 2,10,9990,10,190,0,9800,1080.3700787401576,8.183776315505496e-18,9.886001789130639e-15,0.9993499349934993,0.9985998599859987,0.9988998899889989,0.9982998299829983,8,2677,6773,56,L8-2677,0.98
10002,"Aminoacid dehydrogenase-like, N-terminal domain superfamily",30,9970,13,187,17,9783,40.005976722239694,4.926903673827517e-15,5.95169963798364e-12,0.9640964096409641,0.9347934793479348,0.941994199419942,0.9226922692269227,8,2677,6773,56,L8-2677,0.98
8558,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily",31,9969,13,187,18,9782,37.77956030897207,8.337689254200483e-15,1.0071928619074183e-11,0.9793479347934794,0.7801780178017802,0.9406940694069407,0.5097509750975098,8,2677,6773,56,L8-2677,0.98
659,Alpha/beta hydrolase fold-1,16,9984,10,190,6,9794,85.9122807017544,5.902505365015493e-14,7.130226480938715e-11,0.9864986498649865,0.9504950495049505,0.9608960896089609,0.9478947894789479,8,2677,6773,56,L8-2677,0.98
1460,FAD dependent oxidoreductase,12,9988,8,192,4,9796,102.04166666666666,1.0293513233504766e-11,1.2434563986073758e-08,0.9885488548854886,0.9551955195519551,0.9634963496349634,0.945994599459946,8,2677,6773,56,L8-2677,0.98
8728,"6-phosphogluconate dehydrogenase, domain 2",15,9985,8,192,7,9793,58.291666666666664,1.2707953959434335e-10,1.5351208382996676e-07,0.9815981598159816,0.5877587758775877,0.7555755575557556,0.5097509750975098,8,2677,6773,56,L8-2677,0.98
2188,"Glutamyl-tRNA reductase, N-terminal",13,9987,7,193,6,9794,59.203799654576855,1.787084586384644e-09,2.15879818035265e-06,0.98009800980098,0.9578957895789579,0.9593959395939594,0.9578957895789579,8,2677,6773,56,L8-2677,0.98
2189,"Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain",13,9987,7,193,6,9794,59.203799654576855,1.787084586384644e-09,2.15879818035265e-06,0.98009800980098,0.9578957895789579,0.9593959395939594,0.9578957895789579,8,2677,6773,56,L8-2677,0.98
3792,Glutamyl-tRNA reductase,13,9987,7,193,6,9794,59.203799654576855,1.787084586384644e-09,2.15879818035265e-06,0.98009800980098,0.9578957895789579,0.9593959395939594,0.9578957895789579,8,2677,6773,56,L8-2677,0.98
9293,"Glutamyl-tRNA reductase, N-terminal domain superfamily",13,9987,7,193,6,9794,59.203799654576855,1.787084586384644e-09,2.15879818035265e-06,0.98009800980098,0.9578957895789579,0.9593959395939594,0.9578957895789579,8,2677,6773,56,L8-2677,0.98
9063,S-adenosyl-L-methionine-dependent methyltransferase superfamily,179,9821,19,181,160,9640,6.324585635359116,2.634619278899123e-09,3.1826200889101406e-06,0.960996099609961,0.9091909190919092,0.9307930793079308,0.6612661266126613,8,2677,6773,56,L8-2677,0.98
3086,"MnmG, N-terminal domain",16,9984,7,193,9,9791,39.45710995970064,1.1320800366070375e-08,1.3675526842213012e-05,0.9768226822682268,0.9723972397239724,0.9725972597259726,0.9723972397239724,8,2677,6773,56,L8-2677,0.98
4267,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-related,16,9984,7,193,9,9791,39.45710995970064,1.1320800366070375e-08,1.3675526842213012e-05,0.9768226822682268,0.9723972397239724,0.9725972597259726,0.9723972397239724,8,2677,6773,56,L8-2677,0.98
1484,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",10,9990,6,194,4,9796,75.74226804123711,1.1669183350979782e-08,1.4096373487983578e-05,0.9821732173217321,0.967996799679968,0.9686968696869687,0.9673967396739674,8,2677,6773,56,L8-2677,0.98
1485,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain",10,9990,6,194,4,9796,75.74226804123711,1.1669183350979782e-08,1.4096373487983578e-05,0.9821732173217321,0.967996799679968,0.9686968696869687,0.9673967396739674,8,2677,6773,56,L8-2677,0.98
363,"Glutamyl-tRNA reductase, conserved site",12,9988,6,194,6,9794,50.48453608247423,4.9652049481193924e-08,5.997967577328226e-05,0.9795479547954795,0.9578957895789579,0.9586958695869587,0.9578957895789579,8,2677,6773,56,L8-2677,0.98
791,"Dihydrodipicolinate reductase, N-terminal",11,9989,5,195,6,9794,41.85470085470086,1.2754860735051818e-06,0.0015407871767942596,0.9752975297529753,0.9547954795479549,0.9600960096009601,0.9495949594959496,8,2677,6773,56,L8-2677,0.98
9360,Glutamyl tRNA-reductase dimerization domain superfamily,10,9990,4,196,6,9794,33.31292517006803,2.9672647636528404e-05,0.03584455834492631,0.9755475547554755,0.9578957895789579,0.9578957895789579,0.9578957895789579,8,2677,6773,56,L8-2677,0.98
8787,WD40/YVTN repeat-like-containing domain superfamily,57,9943,55,145,2,9798,1858.2413793103449,1.763271575931281e-94,2.1300320637249877e-91,0.9970997099709971,0.9863986398639863,0.9931993199319932,0.810981098109811,12,3035,11227,91,L12-3035,0.98
10047,WD40 repeat,43,9957,43,157,0,9800,5413.609523809524,7.360021118271134e-76,8.89090551087153e-73,0.9978997899789979,0.9957995799579958,0.995999599959996,0.995099509950995,12,3035,11227,91,L12-3035,0.98
9289,WD40-repeat-containing domain superfamily,42,9958,42,158,0,9800,5255.788643533123,4.6386766009964525e-74,5.603521334003715e-71,0.9978497849784979,0.995099509950995,0.9957995799579958,0.9944994499449945,12,3035,11227,91,L12-3035,0.98
448,"WD40 repeat, conserved site",27,9973,27,173,0,9800,3106.78674351585,2.212041162694096e-47,2.672145724534468e-44,0.9986998699869987,0.9967996799679968,0.996999699969997,0.9964996499649965,12,3035,11227,91,L12-3035,0.98
10082,"PAC1/LIS1-like, WD-40 repeat",22,9978,22,178,0,9800,2470.714285714286,1.2944406752792368e-38,1.5636843357373181e-35,0.9987498749874988,0.9971997199719972,0.9972997299729973,0.9968996899689969,12,3035,11227,91,L12-3035,0.98
1547,YqgF/RNase H-like domain,13,9987,13,187,0,9800,1411.2720000000002,5.543205379474106e-23,6.69619209840472e-20,0.9903990399039904,0.9865986598659866,0.9882988298829883,0.9844984498449845,12,3035,11227,91,L12-3035,0.98
4874,Putative pre-16S rRNA nuclease,13,9987,13,187,0,9800,1411.2720000000002,5.543205379474106e-23,6.69619209840472e-20,0.9903990399039904,0.9865986598659866,0.9882988298829883,0.9844984498449845,12,3035,11227,91,L12-3035,0.98
9631,YqgF/RNase H-like domain superfamily,13,9987,13,187,0,9800,1411.2720000000002,5.543205379474106e-23,6.69619209840472e-20,0.9903990399039904,0.9865986598659866,0.9882988298829883,0.9844984498449845,12,3035,11227,91,L12-3035,0.98
2344,"Large ribosomal subunit protein uL6, alpha-beta domain",14,9986,10,190,4,9796,128.89473684210526,7.639973178001498e-15,9.229087599025809e-12,0.9840484048404841,0.977997799779978,0.9781978197819782,0.9778977897789779,12,3035,11227,91,L12-3035,0.98
3881,Large ribosomal subunit protein uL6-like,14,9986,10,190,4,9796,128.89473684210526,7.639973178001498e-15,9.229087599025809e-12,0.9840484048404841,0.977997799779978,0.9781978197819782,0.9778977897789779,12,3035,11227,91,L12-3035,0.98
9497,"Large ribosomal subunit protein uL6-like, alpha-beta domain superfamily",14,9986,10,190,4,9796,128.89473684210526,7.639973178001498e-15,9.229087599025809e-12,0.9840484048404841,0.977997799779978,0.9781978197819782,0.9778977897789779,12,3035,11227,91,L12-3035,0.98
