layer_id,latent_ind,flattened_id,latent_i,domain_idx,entry_name,n_in,n_out,mwu_p,mwu_p_adj,mwu_auc,prevalence,summary_kind,k_1x,precision_1x,lift_1x,or_topk_1x,fisher_p_1x,k_2x,precision_2x,lift_2x,or_topk_2x,fisher_p_2x,fisher_p_adj_1x,fisher_p_adj_2x
20,3775,20159,250,8787,WD40/YVTN repeat-like-containing domain superfamily,57,9943,2.8176192528465355e-39,8.00203867808416e-37,0.9992624627040799,0.0057,topq,57,0.8245614035087719,144.65989535241613,4668.51,5.3215384519777956e-108,114,0.4824561403508772,84.64142813173284,4606.949152542373,3.3572632368989896e-111,1.511316920361694e-105,9.53462759279313e-109
12,2477,10669,85,8787,WD40/YVTN repeat-like-containing domain superfamily,57,9943,3.380169346985607e-39,9.599680945439124e-37,0.9916153654779613,0.0057,topq,57,0.5964912280701754,104.64758387196059,637.5803402646503,8.36146129103351e-67,114,0.42105263157894735,73.86888273314865,798.1414141414141,4.4383398551846355e-89,2.374655006653517e-64,1.2604885188724365e-86
20,838,17222,189,9263,MFS transporter superfamily,50,9950,2.471368813874389e-38,7.018687431403264e-36,0.9958633165829146,0.005,topq,50,0.5,100.0,397.0,2.4045094145835714e-47,100,0.41,82.0,763.7118644067797,1.7371783511218385e-77,6.828806737417343e-45,4.933586517186021e-75
20,878,17262,192,126,"Protein kinase, ATP binding site",49,9951,2.690059363582953e-38,7.639768592575587e-36,0.9972661961981054,0.0049,topq,49,0.7551020408163265,154.1024573094544,2553.7708333333335,1.2349218359711154e-83,98,0.4897959183673469,99.95835068721367,9504.960000000001,1.6920498027614634e-101,3.5071780141579677e-81,4.805421439842556e-99
24,1822,22302,297,21,"Serine/threonine-protein kinase, active site",52,9948,1.4947123277038127e-36,4.244983010678828e-34,0.9990266694503727,0.0052,topq,52,0.8461538461538461,162.72189349112426,6833.75,1.6446315295335155e-104,104,0.49038461538461536,94.30473372781066,9521.603773584906,1.41600837600597e-106,4.670753543875184e-102,4.021463787856955e-104
24,2848,23328,327,21,"Serine/threonine-protein kinase, active site",52,9948,8.215617771612909e-36,2.333235447138066e-33,0.9959423618199251,0.0052,topq,52,0.9230769230769231,177.5147928994083,29832.000000000004,1.0170621008657693e-120,104,0.49038461538461536,94.30473372781066,9521.603773584906,1.41600837600597e-106,2.888456366458785e-118,4.021463787856955e-104
12,2797,10989,89,5086,Histidine biosynthesis protein,32,9968,1.1994454183125734e-35,3.406424988007708e-33,0.9996833617576244,0.0032,topq,32,0.9375,292.96875,74745.0,6.81342057821698e-83,64,0.484375,151.3671875,9332.878787878788,4.883166182639566e-71,1.9350114442136226e-80,1.3868191958696367e-68
24,1097,21577,286,9263,MFS transporter superfamily,50,9950,2.081831707228939e-35,5.9124020485301864e-33,0.9799698492462312,0.005,topq,50,0.5,100.0,397.0,2.4045094145835714e-47,100,0.33,66.0,286.33801580333625,2.3766612982360665e-56,6.828806737417343e-45,6.749718086990429e-54
24,41,20521,261,9263,MFS transporter superfamily,50,9950,2.3880650321301411e-35,6.782104691249601e-33,0.9983195979899497,0.005,topq,50,0.92,184.0,28594.75,3.2321530084119556e-116,100,0.49,98.0,9510.803921568628,3.3674225975099004e-103,9.179314543889953e-114,9.563480176928117e-101
24,471,20951,271,9050,Nucleotide-diphospho-sugar transferases,50,9950,3.7512022169735024e-35,1.0653414296204747e-32,0.9996663316582914,0.005,topq,50,0.86,172.0,8725.489795918367,6.566356794715747e-104,100,0.5,100.0,19801.0,3.4691082832476854e-107,1.864845329699272e-101,9.852267524423426e-105
16,1836,14124,141,21,"Serine/threonine-protein kinase, active site",52,9948,4.989641164017338e-35,1.4170580905809242e-32,0.9931489901333086,0.0052,topq,52,0.6923076923076923,133.1360946745562,1396.6875,4.149946745376148e-77,104,0.46153846153846156,88.75739644970415,2119.714285714286,4.294553855559453e-96,1.1785848756868261e-74,1.2196532949788848e-93
20,1966,18350,214,8834,Acyl-CoA N-acyltransferase,25,9975,5.05499187422501e-35,1.435617692279903e-32,0.999859649122807,0.0025,topq,25,0.92,368.0,57344.75,2.3854260130991067e-65,50,0.5,200.0,19901.0,2.0205457174261007e-61,6.774609877201463e-63,5.7383498374901255e-59
20,2500,18884,227,10047,WD40 repeat,43,9957,1.446154057456253e-34,4.107077523175759e-32,0.9986581836781883,0.0043,topq,43,0.6976744186046512,162.24986479177934,1765.2071005917157,3.646282017047809e-67,86,0.5,116.27906976744185,19829.0,4.389622219198707e-95,1.0355440928415777e-64,1.246652710252433e-92
24,1822,22302,297,126,"Protein kinase, ATP binding site",49,9951,1.7630004302351159e-34,5.006921221867729e-32,0.9983480277851268,0.0049,topq,49,0.7551020408163265,154.1024573094544,2553.7708333333335,1.2349218359711154e-83,98,0.4897959183673469,99.95835068721367,9504.960000000001,1.6920498027614634e-101,3.5071780141579677e-81,4.805421439842556e-99
20,2500,18884,227,9289,WD40-repeat-containing domain superfamily,42,9958,8.84803128694953e-34,2.5128408854936667e-31,0.9984040111324707,0.0042,topq,42,0.6428571428571429,153.06122448979593,1193.16,1.0744107245484289e-58,84,0.5,119.04761904761905,19833.0,2.5712857681635736e-93,3.051326457717538e-56,7.302451581584549e-91
24,2848,23328,327,126,"Protein kinase, ATP binding site",49,9951,9.344565468472853e-34,2.65385659304629e-31,0.9950471596537318,0.0049,topq,49,0.7346938775510204,149.9375260308205,2116.9704142011833,2.687393153058541e-80,98,0.4897959183673469,99.95835068721367,9504.960000000001,1.6920498027614634e-101,7.632196554686257e-78,4.805421439842556e-99
16,1836,14124,141,126,"Protein kinase, ATP binding site",49,9951,4.700048935396794e-33,1.3348138976526896e-30,0.9925327984675932,0.0049,topq,49,0.6122448979591837,124.94793835901709,825.3739612188366,9.50661177243059e-62,98,0.45918367346938777,93.71095376926282,2100.990566037736,5.052571649914814e-91,2.6998777433702875e-59,1.4349303485758072e-88
16,708,12996,115,10047,WD40 repeat,43,9957,2.1790960507846027e-32,6.1886327842282715e-30,0.9983346996737132,0.0043,topq,43,0.5813953488372093,135.20822065981613,766.8981481481482,5.733484108855173e-52,86,0.5,116.27906976744185,19829.0,4.389622219198707e-95,1.6283094869148691e-49,1.246652710252433e-92
12,3960,12152,104,3998,Cytochrome P450,40,9960,2.883797728510816e-32,8.189985548970717e-30,1.0,0.004,topq,40,1.0,250.0,1613601.0,8.821952763929917e-113,80,0.5,125.0,19841.0,9.484235172274452e-90,2.5054345849560963e-110,2.693522788925944e-87
12,3960,12152,104,9327,Cytochrome P450 superfamily,40,9960,2.883797728510816e-32,8.189985548970717e-30,1.0,0.004,topq,40,1.0,250.0,1613601.0,8.821952763929917e-113,80,0.5,125.0,19841.0,9.484235172274452e-90,2.5054345849560963e-110,2.693522788925944e-87
24,2998,23478,328,9050,Nucleotide-diphospho-sugar transferases,50,9950,3.0487958229694675e-32,8.658580137233288e-30,0.9730693467336683,0.005,topq,50,0.74,148.0,2175.556213017752,1.8223416311682135e-82,100,0.46,92.0,2107.4814814814813,1.0109923557208271e-92,5.175450232517726e-80,2.871218290247149e-90
16,2450,14738,150,9263,MFS transporter superfamily,50,9950,3.520682468117398e-32,9.99873820945341e-30,0.9804201005025126,0.005,topq,50,0.54,108.0,506.671077504726,1.250759730102466e-52,100,0.35,70.0,354.84615384615387,2.4570594565077716e-61,3.5521576334910033e-50,6.9780488564820716e-59
24,3857,24337,349,8787,WD40/YVTN repeat-like-containing domain superfamily,57,9943,3.8190704612888477e-32,1.0846160110060327e-29,0.9495060441004957,0.0057,topq,57,0.6491228070175439,113.88119421360419,917.8775,2.0722907455651704e-75,114,0.3684210526315789,64.63527239150507,383.8722222222222,8.979586715651113e-73,5.885305717405084e-73,2.550202627244916e-70
16,631,12919,114,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,5.66229838174058e-32,1.6080927404143246e-29,1.0,0.0031,topq,31,1.0,322.5806451612903,1256157.0,8.614637847993903e-91,62,0.5,161.29032258064515,19877.0,4.009496707482248e-73,2.4465571488302686e-88,1.1386970649249584e-70
16,708,12996,115,9289,WD40-repeat-containing domain superfamily,42,9958,1.2217305815007107e-31,3.4697148514620184e-29,0.9979604816419437,0.0042,topq,42,0.5238095238095238,124.71655328798187,546.5900000000001,2.922107814950607e-44,84,0.4880952380952381,116.21315192743765,9453.837209302326,2.4906490505270944e-89,8.298786194459724e-42,7.073443303496948e-87
12,3035,11227,91,10047,WD40 repeat,43,9957,4.629680355661797e-31,1.3148292210079504e-28,0.9999322668871496,0.0043,topq,43,0.9534883720930233,221.74148188209844,102038.75,2.9600186142683616e-109,86,0.5,116.27906976744185,19829.0,4.389622219198707e-95,8.406452864522146e-107,1.246652710252433e-92
24,231,20711,267,10047,WD40 repeat,43,9957,1.634888619287613e-30,4.64308367877682e-28,0.9979049447508005,0.0043,topq,43,0.5116279069767442,118.98323418063819,495.6734693877552,1.2203454020641673e-43,86,0.5,116.27906976744185,19829.0,4.389622219198707e-95,3.465780941862235e-41,1.246652710252433e-92
16,1166,13454,123,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,1.9678280460611912e-30,5.588631650813783e-28,0.9983788453884461,0.0031,topq,31,0.6451612903225806,208.1165452653486,1645.9504132231405,1.7572951728146586e-46,62,0.46774193548387094,150.88449531737774,4365.818181818182,1.7439311214439701e-65,4.990718290793631e-44,4.952764384900875e-63
12,3035,11227,91,9289,WD40-repeat-containing domain superfamily,42,9958,2.2750170866590637e-30,6.461048526111741e-28,0.9997752465115389,0.0042,topq,42,0.8809523809523809,209.75056689342404,14730.440000000002,1.062073997987796e-93,84,0.5,119.04761904761905,19833.0,2.5712857681635736e-93,3.016290154285341e-91,7.302451581584549e-91
20,3775,20159,250,10047,WD40 repeat,43,9957,3.291432397542038e-30,9.347668009019387e-28,0.9996963688044639,0.0043,topq,43,0.8837209302325582,205.5164954029205,15127.04,5.18701039061885e-96,86,0.5,116.27906976744185,19829.0,4.389622219198707e-95,1.4731109509357533e-93,1.246652710252433e-92
20,2632,19016,229,9059,Alpha/Beta hydrolase fold,63,9937,1.0026568579499347e-29,2.8475454765778143e-27,0.8923375998952129,0.0063,topq,63,0.8253968253968254,131.0153691106072,4265.719008264463,3.451536358706469e-117,126,0.4126984126984127,65.5076845553036,630.0687960687961,4.6526965274326846e-93,9.802363258726372e-115,1.3213658137908825e-90
24,3857,24337,349,10047,WD40 repeat,43,9957,1.3134576714858113e-29,3.730219787019704e-27,0.9949527152803567,0.0043,topq,43,0.7906976744186046,183.8831800973499,4175.7037037037035,9.852854600399909e-81,86,0.45348837209302323,105.46241211465656,2055.7978723404253,1.2223494477483242e-80,2.798210706513574e-78,3.471472431605241e-78
20,3775,20159,250,9289,WD40-repeat-containing domain superfamily,42,9958,1.5932192616590953e-29,4.524742703111831e-27,0.9994165973278245,0.0042,topq,42,0.8571428571428571,204.08163265306123,9952.0,1.0864800482231705e-89,84,0.5,119.04761904761905,19833.0,2.5712857681635736e-93,3.085603336953804e-87,7.302451581584549e-91
12,3960,12152,104,307,"Cytochrome P450, conserved site",36,9964,3.2626621826490547e-29,9.265960598723316e-27,0.9996766135866899,0.0036,topq,36,0.8888888888888888,246.91358024691357,19920.0,9.579956127783033e-84,72,0.5,138.88888888888889,19857.0,1.7532898486831655e-82,2.7207075402903815e-81,4.97934317026019e-80
12,3943,12135,103,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,5.153333730520828e-29,1.463546779467915e-26,0.9995016810176062,0.0031,topq,31,0.7419354838709677,239.3340270551509,3579.734375,1.6399561476684965e-56,62,0.5,161.29032258064515,19877.0,4.009496707482248e-73,4.65747545937853e-54,1.1386970649249584e-70
24,3707,24187,347,8640,Trimeric LpxA-like superfamily,36,9964,1.530687241805912e-28,4.3471517667287903e-26,0.9987761496944556,0.0036,topq,36,0.6388888888888888,177.46913580246914,1354.2781065088757,1.3930053041301215e-51,72,0.5,138.88888888888889,19857.0,1.7532898486831655e-82,3.956135063729545e-49,4.97934317026019e-80
24,3857,24337,349,9289,WD40-repeat-containing domain superfamily,42,9958,5.736007118552718e-28,1.6290260216689719e-25,0.9857042435371417,0.0042,topq,42,0.7380952380952381,175.7369614512472,2548.404958677686,1.5600075972670773e-71,84,0.42857142857142855,102.04081632653062,1238.75,1.45021879640977e-72,4.4304215762384993e-69,4.118621381803747e-70
20,3972,20356,255,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,7.451545355966334e-28,2.1162388810944387e-25,0.9528150168748928,0.0031,topq,31,0.5806451612903226,187.30489073881375,1060.4023668639054,2.721551177863714e-40,62,0.2903225806451613,93.65244536940688,312.3251748251748,2.3480545645008114e-33,7.729205345132948e-38,6.668474963182305e-31
20,3410,19794,238,8640,Trimeric LpxA-like superfamily,36,9964,1.0876049963001574e-27,3.0887981894924473e-25,0.9987566349971007,0.0036,topq,36,0.6388888888888888,177.46913580246914,1354.2781065088757,1.3930053041301215e-51,72,0.5,138.88888888888889,19857.0,1.7532898486831655e-82,3.956135063729545e-49,4.97934317026019e-80
16,1788,14076,140,8698,Tetratricopeptide-like helical domain superfamily,36,9964,3.04123041193846e-27,8.637094369905226e-25,0.9993365002899326,0.0036,topq,36,0.7222222222222222,200.6172839506173,2588.0400000000004,2.6659682007045705e-61,72,0.5,138.88888888888889,19857.0,1.7532898486831655e-82,7.5713496900009805e-59,4.97934317026019e-80
16,1728,14016,139,9076,Leucine-rich repeat domain superfamily,26,9974,5.893950923626987e-27,1.6738820623100644e-24,0.9971194336042942,0.0026,topq,26,0.8076923076923077,310.6508875739645,8373.960000000001,2.2522627875427878e-55,52,0.46153846153846156,177.5147928994083,4262.571428571428,8.791099757823855e-56,6.396426316621518e-53,2.496672331221975e-53
24,731,21211,275,8640,Trimeric LpxA-like superfamily,36,9964,1.9484932159971152e-26,5.5337207334318074e-24,0.9990605067130559,0.0036,topq,36,0.75,208.33333333333334,3318.3333333333335,9.917781650499718e-65,72,0.5,138.88888888888889,19857.0,1.7532898486831655e-82,2.81664998874192e-62,4.97934317026019e-80
24,1407,21887,292,9229,Immunoglobulin-like domain superfamily,38,9962,5.732185689852046e-26,1.627940735917981e-23,0.9912839844038926,0.0038,topq,38,0.5789473684210527,152.3545706371191,854.734375,5.551379499459968e-47,76,0.3815789473684211,100.41551246537396,679.7517730496454,1.187868264102147e-56,1.576591777846631e-44,3.373545870050098e-54
24,2586,23066,319,8640,Trimeric LpxA-like superfamily,36,9964,9.922926904906806e-26,2.818111240993533e-23,0.9871356327222445,0.0036,topq,36,0.6388888888888888,177.46913580246914,1354.2781065088757,1.3930053041301215e-51,72,0.4166666666666667,115.74074074074075,1181.1904761904761,8.652137574016754e-62,3.956135063729545e-49,2.457207071020758e-59
12,3960,12152,104,4319,"Cytochrome P450, E-class, group I",31,9969,1.9146925921377133e-25,5.437726961671106e-23,0.9997476046712551,0.0031,topq,31,0.8064516129032258,260.1456815816857,6918.75,8.635042152209123e-64,62,0.5,161.29032258064515,19877.0,4.009496707482248e-73,2.452351971227391e-61,1.1386970649249584e-70
24,41,20521,261,2393,Major facilitator superfamily domain,35,9965,2.0509698642214925e-25,5.824754414389038e-23,0.9988043867823095,0.0035,topq,35,0.6285714285714286,179.59183673469386,1295.526627218935,2.4667956694425253e-49,70,0.5,142.85714285714286,19861.0,1.2303896719808265e-80,7.005699701216772e-47,3.494306668425547e-78
20,1108,17492,197,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,4.483063957379677e-25,1.2731901638958282e-22,1.0,0.0031,topq,31,1.0,322.5806451612903,1256157.0,8.614637847993903e-91,62,0.5,161.29032258064515,19877.0,4.009496707482248e-73,2.4465571488302686e-88,1.1386970649249584e-70
20,2311,18695,220,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,2.2905199342431723e-24,6.50507661325061e-22,0.9582366626865865,0.0031,topq,31,0.5806451612903226,187.30489073881375,1060.4023668639054,2.721551177863714e-40,62,0.2903225806451613,93.65244536940688,312.3251748251748,2.3480545645008114e-33,7.729205345132948e-38,6.668474963182305e-31
16,1353,13641,128,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,3.950149603155465e-23,1.1218424872961521e-20,0.9980358466083569,0.0031,topq,31,0.6129032258064516,197.71071800208117,1313.7708333333333,2.4307881587289593e-43,62,0.3709677419354839,119.66701352757545,732.0192307692307,1.211351364635064e-46,6.903438370790245e-41,3.4402378755635817e-44
24,1407,21887,292,1591,Immunoglobulin-like domain,33,9967,6.192745455226437e-23,1.758739709284308e-20,0.9926925520885589,0.0033,topq,33,0.6666666666666666,202.02020202020202,1810.1818181818182,4.25882843983184e-51,66,0.3939393939393939,119.37557392102846,921.7928571428572,2.8656653865330615e-53,1.2095072769122425e-48,8.138489697753895e-51
20,594,16978,183,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,7.045644049382642e-23,2.0009629100246704e-20,0.9998608589854355,0.0031,topq,31,0.967741935483871,312.1748178980229,299040.0,2.662267680544035e-85,62,0.4838709677419355,156.08740894901146,9315.9375,3.8605188454448606e-69,7.56084021274506e-83,1.0963873521063404e-66
24,2746,23226,325,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,7.710944098109275e-23,2.189908123863034e-20,1.0,0.0031,topq,31,1.0,322.5806451612903,1256157.0,8.614637847993903e-91,62,0.5,161.29032258064515,19877.0,4.009496707482248e-73,2.4465571488302686e-88,1.1386970649249584e-70
24,3707,24187,347,10043,Hexapeptide repeat,28,9972,1.2364051459915317e-22,3.51139061461595e-20,0.9986533722995817,0.0028,topq,28,0.5,178.57142857142858,711.2857142857143,1.3900961644945341e-30,56,0.5,178.57142857142858,19889.0,2.4219173381268017e-67,3.947873107164477e-28,6.878245240280117e-65
24,2053,22533,306,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,1.6972480251333637e-22,4.820184391378753e-20,0.9998090855846673,0.0031,topq,31,0.9032258064516129,291.36316337148804,31005.333333333336,6.392240063781074e-76,62,0.5,161.29032258064515,19877.0,4.009496707482248e-73,1.815396178113825e-73,1.1386970649249584e-70
28,3447,28023,377,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,2.431862568572426e-22,6.90648969474569e-20,1.0,0.0031,topq,31,1.0,322.5806451612903,1256157.0,8.614637847993903e-91,62,0.5,161.29032258064515,19877.0,4.009496707482248e-73,2.4465571488302686e-88,1.1386970649249584e-70
12,904,9096,69,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,2.4823443986293876e-22,7.04985809210746e-20,0.99888525396471,0.0031,topq,31,0.7096774193548387,228.9281997918835,2705.185185185185,4.638903000048388e-53,62,0.45161290322580644,145.68158168574402,2727.2549019607845,4.927156191152139e-62,1.3174484520137423e-50,1.3993123582872075e-59
20,3410,19794,238,10043,Hexapeptide repeat,28,9972,5.798302154921289e-22,1.646717811997646e-19,0.9985459286000802,0.0028,topq,28,0.4642857142857143,165.81632653061226,575.2933333333333,8.615762343722559e-28,56,0.5,178.57142857142858,19889.0,2.4219173381268017e-67,2.446876505617207e-25,6.878245240280117e-65
20,3567,19951,241,9076,Leucine-rich repeat domain superfamily,26,9974,7.75374348787024e-22,2.202063150555148e-19,0.9999884314602582,0.0026,topq,26,0.9615384615384616,369.8224852071006,249325.0,1.0804134865212943e-72,52,0.5,192.30769230769232,19897.0,2.066121936616163e-63,3.068374301720476e-70,5.8677862999899035e-61
24,2586,23066,319,10043,Hexapeptide repeat,28,9972,2.4646765150751695e-21,6.999681302813482e-19,0.9985996504498309,0.0028,topq,28,0.5714285714285714,204.0816326530612,1106.6666666666665,1.9333063131251337e-36,56,0.5,178.57142857142858,19889.0,2.4219173381268017e-67,5.49058992927538e-34,6.878245240280117e-65
24,731,21211,275,10043,Hexapeptide repeat,28,9972,5.942559675633419e-21,1.687686947879891e-18,0.9984098332473784,0.0028,topq,28,0.4642857142857143,165.81632653061226,575.2933333333333,8.615762343722559e-28,56,0.5,178.57142857142858,19889.0,2.4219173381268017e-67,2.446876505617207e-25,6.878245240280117e-65
12,2474,10666,84,8834,Acyl-CoA N-acyltransferase,25,9975,6.4334478810661324e-21,1.8270991982227818e-18,0.9992822055137844,0.0025,topq,25,0.76,304.0,5261.416666666666,3.867887853122651e-49,50,0.48,192.0,9183.692307692309,1.9333203130707524e-57,1.098480150286833e-46,5.490629689120937e-55
16,1280,13568,127,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,6.5971596488344655e-21,1.8735933402689882e-18,0.8611599183274603,0.0031,topq,31,0.5806451612903226,187.30489073881375,1060.4023668639054,2.721551177863714e-40,62,0.2903225806451613,93.65244536940688,312.3251748251748,2.3480545645008114e-33,7.729205345132948e-38,6.668474963182305e-31
16,1728,14016,139,10045,Leucine-rich repeat,22,9978,7.394354644063325e-21,2.0999967189139843e-18,0.9699429654330436,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.4772727272727273,216.94214876033058,9089.347826086956,2.3051409688779842e-51,9.864541445598004e-47,6.5466003516134755e-49
24,3633,24113,345,9061,Thiamin diphosphate-binding fold,29,9971,1.4322964968228224e-20,4.067722050976816e-18,0.9951894978195387,0.0029,topq,29,0.6206896551724138,214.03091557669444,1481.6528925619837,7.692747820563549e-42,58,0.4482758620689655,154.5778834720571,2691.8124999999995,3.340896993064095e-58,2.184740381040048e-39,9.48814746030203e-56
12,1082,9274,70,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,2.1077754876038562e-20,5.9860823847949515e-18,0.9216085995618676,0.0031,topq,31,0.5161290322580645,166.49323621227887,707.8399999999999,1.8724708840734364e-34,62,0.27419354838709675,88.44953173777314,267.79047619047617,6.661706433208613e-31,5.31781731076856e-32,1.891924627031246e-28
12,3035,11227,91,448,"WD40 repeat, conserved site",27,9973,3.0593037760700036e-20,8.688422724038811e-18,0.9998254546534904,0.0027,topq,27,0.8148148148148148,301.7832647462277,8771.840000000002,7.478846672271479e-58,54,0.5,185.18518518518516,19893.0,2.195798328467146e-65,2.1239924549251e-55,6.236067252846695e-63
24,1858,22338,299,9076,Leucine-rich repeat domain superfamily,26,9974,4.2898617145022e-20,1.2183207269186248e-17,0.9999922876401721,0.0026,topq,26,0.9615384615384616,369.8224852071006,249325.0,1.0804134865212943e-72,52,0.5,192.30769230769232,19897.0,2.066121936616163e-63,3.068374301720476e-70,5.8677862999899035e-61
24,41,20521,261,5666,Major facilitator superfamily,27,9973,4.8691254486685636e-20,1.3828316274218721e-17,0.9985850685740388,0.0027,topq,27,0.5185185185185185,192.04389574759944,825.0887573964496,3.4840370360928373e-31,54,0.5,185.18518518518516,19893.0,2.195798328467146e-65,9.894665182503658e-29,6.236067252846695e-63
24,2632,23112,322,9076,Leucine-rich repeat domain superfamily,26,9974,1.1253196117307273e-19,3.1959076973152655e-17,0.9999884314602582,0.0026,topq,26,0.9615384615384616,369.8224852071006,249325.0,1.0804134865212943e-72,52,0.5,192.30769230769232,19897.0,2.066121936616163e-63,3.068374301720476e-70,5.8677862999899035e-61
24,3857,24337,349,448,"WD40 repeat, conserved site",27,9973,1.128185169580493e-19,3.2040458816086e-17,0.9997920310764992,0.0027,topq,27,0.8518518518518519,315.50068587105625,14330.4375,8.154116145087628e-62,54,0.5,185.18518518518516,19893.0,2.195798328467146e-65,2.3157689852048863e-59,6.236067252846695e-63
20,3775,20159,250,448,"WD40 repeat, conserved site",27,9973,1.2088243782326272e-19,3.433061234180661e-17,0.9987633276513253,0.0027,topq,27,0.48148148148148145,178.3264746227709,660.545918367347,2.479324628170811e-28,54,0.5,185.18518518518516,19893.0,2.195798328467146e-65,7.041281944005103e-26,6.236067252846695e-63
20,930,17314,195,9076,Leucine-rich repeat domain superfamily,26,9974,1.4045913066266965e-19,3.989039310819818e-17,0.9999845752803442,0.0026,topq,26,0.9615384615384616,369.8224852071006,249325.0,1.0804134865212943e-72,52,0.5,192.30769230769232,19897.0,2.066121936616163e-63,3.068374301720476e-70,5.8677862999899035e-61
20,142,16526,177,8825,Aldehyde/histidinol dehydrogenase,24,9976,3.0333493403928165e-19,8.614712126715599e-17,0.9986509288960171,0.0024,topq,24,0.4583333333333333,190.97222222222223,648.4792899408284,2.462303984988791e-24,48,0.5,208.33333333333334,19905.0,2.056833069085998e-59,6.992943317368166e-22,5.841405916204235e-57
12,1121,9313,71,4311,Short-chain dehydrogenase/reductase SDR,26,9974,4.313214820653174e-19,1.2249530090655013e-16,0.9991285033394518,0.0026,topq,26,0.5769230769230769,221.89349112426035,1235.0826446280992,7.799209686026682e-35,52,0.5,192.30769230769232,19897.0,2.066121936616163e-63,2.2149755508315776e-32,5.8677862999899035e-61
24,3946,24426,353,4311,Short-chain dehydrogenase/reductase SDR,26,9974,6.354371357859677e-19,1.8046414656321483e-16,0.9988142246764665,0.0026,topq,26,0.6923076923076923,266.2721893491124,2802.9375,1.577120093743788e-44,52,0.4423076923076923,170.11834319526628,2629.137931034483,2.412371261317469e-52,4.479021066232358e-42,6.851134382141611e-50
28,1066,25642,368,4311,Short-chain dehydrogenase/reductase SDR,26,9974,7.220032691886478e-19,2.0504892844957598e-16,0.9976650830621153,0.0026,topq,26,0.6538461538461539,251.4792899408284,2091.41975308642,3.493192113954766e-41,52,0.40384615384615385,155.32544378698225,1347.1161290322582,6.4922776435716146e-46,9.920665603631534e-39,1.8438068507743384e-43
24,1427,21907,294,9076,Leucine-rich repeat domain superfamily,26,9974,1.4610436951228095e-18,4.149364094148779e-16,0.9927947278308217,0.0026,topq,26,0.8461538461538461,325.4437869822485,13708.75,2.5669773099441783e-59,52,0.46153846153846156,177.5147928994083,4262.571428571428,8.791099757823855e-56,7.290215560241467e-57,2.496672331221975e-53
20,441,16825,180,9076,Leucine-rich repeat domain superfamily,26,9974,1.555792586232337e-18,4.418450944899837e-16,0.9934522065061467,0.0026,topq,26,0.8461538461538461,325.4437869822485,13708.75,2.5669773099441783e-59,52,0.4423076923076923,170.11834319526628,2629.137931034483,2.412371261317469e-52,7.290215560241467e-57,6.851134382141611e-50
20,3567,19951,241,10045,Leucine-rich repeat,22,9978,2.0847295068491566e-18,5.920631799451605e-16,0.9945516499936223,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.4772727272727273,216.94214876033058,9089.347826086956,2.3051409688779842e-51,9.864541445598004e-47,6.5466003516134755e-49
24,88,20568,263,4311,Short-chain dehydrogenase/reductase SDR,26,9974,9.462619273369582e-18,2.687383873636961e-15,0.981806543166078,0.0026,topq,26,0.5,192.30769230769232,766.2307692307692,6.682733075011273e-29,52,0.25,96.15384615384616,254.74358974358975,3.953589858090383e-24,1.8978961933032014e-26,1.1228195196976689e-21
20,3952,20336,253,3781,Small ribosomal subunit protein uS17,22,9978,1.8675021655299664e-17,5.303706150105104e-15,0.999066127298238,0.0022,topq,22,0.6363636363636364,289.25619834710744,2180.9375,8.942069208185188e-35,44,0.4772727272727273,216.94214876033058,9089.347826086956,2.3051409688779842e-51,2.5395476551245937e-32,6.5466003516134755e-49
28,1892,26468,372,3981,Large ribosomal subunit protein uL22,24,9976,1.9045662580812274e-17,5.408968172950686e-15,0.9966837075648223,0.0024,topq,24,0.5416666666666666,225.69444444444446,1070.6198347107438,3.866498787321593e-30,48,0.3333333333333333,138.88888888888889,621.5,3.427813436326296e-33,1.0980856555993322e-27,9.73499015916668e-31
28,1892,26468,372,9325,Ribosomal protein uL22 superfamily,24,9976,1.9045662580812274e-17,5.408968172950686e-15,0.9966837075648223,0.0024,topq,24,0.5416666666666666,225.69444444444446,1070.6198347107438,3.866498787321593e-30,48,0.3333333333333333,138.88888888888889,621.5,3.427813436326296e-33,1.0980856555993322e-27,9.73499015916668e-31
