domain_idx,entry_name,n_in,n_out,mwu_p,mwu_p_adj,mwu_auc,prevalence,summary_kind,k_1x,precision_1x,lift_1x,or_topk_1x,fisher_p_1x,k_2x,precision_2x,lift_2x,or_topk_2x,fisher_p_2x,fisher_p_adj_1x,fisher_p_adj_2x
292,"ABC transporter-like, conserved site",65,9935,1.8395412167557748e-06,0.0005224297055586401,0.666228175448105,0.0065,topq,65,0.0,0.0,1.1503408892255695,1.0,130,0.0,0.0,0.5735719926296393,1.0,1.0,1.0
1104,TRAM domain,23,9977,5.111705308227802e-06,0.0014517243075366957,0.7658244396895468,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
9339,HAD-like superfamily,23,9977,8.989074086248702e-06,0.0025528970404946312,0.7583681598110437,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
9328,Ribonuclease H superfamily,53,9947,1.1787937169201462e-05,0.0033477741560532155,0.6680491510666912,0.0053,topq,53,0.0,0.0,1.7284478993798582,1.0,106,0.0,0.0,0.863630380413321,1.0,1.0,1.0
8906,HAD superfamily,24,9976,1.6434855573989177e-05,0.004667498983012926,0.744919055733761,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
8743,"ATP-grasp fold, subdomain 1",36,9964,2.4547469015403745e-05,0.006971481200374664,0.695627871448325,0.0036,topq,36,0.0,0.0,3.7262150497279034,1.0,72,0.0,0.0,1.8691544638639583,1.0,1.0,1.0
1866,ATP-grasp fold,30,9970,3.258181419625192e-05,0.009253235231735546,0.7107204948177867,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
5086,Histidine biosynthesis protein,32,9968,3.678203085947262e-05,0.010446096764090224,0.7025763693820225,0.0032,topq,32,0.0,0.0,4.703668639053255,1.0,64,0.0,0.0,2.3624329159212882,1.0,1.0,1.0
9673,NagB/RpiA transferase-like,22,9978,4.2331774497381056e-05,0.012022223957256219,0.742121303230744,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,0.0004734084587161809
8934,"Radical SAM, alpha/beta horseshoe",21,9979,4.2340073450968985e-05,0.012024580860075192,0.7478037211477436,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
9263,MFS transporter superfamily,50,9950,4.235453815733106e-05,0.01202868883668202,0.6608251256281407,0.005,topq,50,0.0,0.0,1.941084207430644,1.0,100,0.0,0.0,0.9704448056745972,1.0,2.8455335139243523e-06,1.0
835,Aspartate/glutamate/uridylate kinase,35,9965,4.638181732947439e-05,0.013172436121570727,0.6910085298544907,0.0035,topq,35,0.0,0.0,3.9398928783971434,1.0,70,0.0,0.0,1.9769253820797124,1.0,1.0,1.0
9324,Acetylglutamate kinase-like superfamily,35,9965,4.638181732947439e-05,0.013172436121570727,0.6910085298544907,0.0035,topq,35,0.0,0.0,3.9398928783971434,1.0,70,0.0,0.0,1.9769253820797124,1.0,1.0,1.0
4180,Small ribosomal subunit protein uS2,22,9978,4.9944164570312335e-05,0.014184142737968704,0.7396613458700049,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
8948,"Small ribosomal subunit protein uS2, flavodoxin-like domain superfamily",22,9978,4.9944164570312335e-05,0.014184142737968704,0.7396613458700049,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
8598,"K homology domain superfamily, prokaryotic type",24,9976,5.5144530109112354e-05,0.01566104655098791,0.7280598436246993,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
508,"Methylthiotransferase, conserved site",20,9980,8.846004597974036e-05,0.025122653058246264,0.7422269539078157,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
1458,GTP binding domain,62,9938,9.097890071786677e-05,0.02583800780387416,0.6376063853959062,0.0062,topq,62,0.0,0.0,1.264192,1.0,124,0.0,0.0,0.6306506024096385,1.0,1.0,1.0
348,"Small ribosomal subunit protein uS2, conserved site",21,9979,0.00011983608026205134,0.03403344679442258,0.7315576997408845,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
9039,"tRNA (guanine-N1-)-methyltransferase, N-terminal",39,9961,0.00012096465580802319,0.034353962249478585,0.6699589939224514,0.0039,topq,39,0.0,0.0,3.1797788815894883,1.0,78,0.0,0.0,1.5937273240345078,1.0,1.0,1.0
9040,Alpha/beta knot methyltransferases,39,9961,0.00012096465580802319,0.034353962249478585,0.6699589939224514,0.0039,topq,39,0.0,0.0,3.1797788815894883,1.0,78,0.0,0.0,1.5937273240345078,1.0,1.0,1.0
1273,"K Homology domain, type 2",22,9978,0.00023907325573656264,0.0678968046291838,0.7151369376264145,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
2393,Major facilitator superfamily domain,35,9965,0.0002453626783237116,0.0696830006439341,0.6703376102071537,0.0035,topq,35,0.0,0.0,3.9398928783971434,1.0,70,0.0,0.0,1.9769253820797124,1.0,1.0,1.0
8987,Aminomethyltransferase superfamily,23,9977,0.0003212195140297405,0.0912263419844463,0.7056185748961742,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
781,"ATP synthase, alpha subunit, C-terminal",24,9976,0.00039352506715353836,0.1117611190716049,0.698012730553328,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
2871,"ATP synthase, F1 complex, alpha subunit nucleotide-binding domain",24,9976,0.00039352506715353836,0.1117611190716049,0.698012730553328,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
4895,"ATP synthase, F1 complex, alpha subunit",24,9976,0.00039352506715353836,0.1117611190716049,0.698012730553328,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
9784,"ATP synthase, alpha subunit, C-terminal domain superfamily",24,9976,0.00039352506715353836,0.1117611190716049,0.698012730553328,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
386,"Large ribosomal subunit protein bL35, conserved site",20,9980,0.0005667173799657219,0.160947735910265,0.7102680360721443,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
4137,Large ribosomal subunit protein bL35,20,9980,0.0005667173799657219,0.160947735910265,0.7102680360721443,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
6355,Large ribosomal subunit protein bL35-like,20,9980,0.0005667173799657219,0.160947735910265,0.7102680360721443,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
9695,Large ribosomal subunit protein bL35 superfamily,20,9980,0.0005667173799657219,0.160947735910265,0.7102680360721443,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
8921,"ATP synthase subunit alpha, N-terminal domain-like superfamily",27,9973,0.00062000001475644,0.17608000419082895,0.6796090184238184,0.0027,topq,27,0.0,0.0,6.576198347107438,1.0,54,0.0,0.0,3.3092577147623015,1.0,1.0,1.0
818,Globin,20,9980,0.0009772684846242883,0.2775442496332979,0.700057615230461,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
8607,Globin-like superfamily,23,9977,0.0027268645654245443,0.7744295365805706,0.6674176693351229,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
294,"4Fe-4S ferredoxin, iron-sulphur binding, conserved site",24,9976,0.01623154016967117,1.0,0.6261381482224004,0.0024,topq,24,0.041666666666666664,17.36111111111111,18.814744801512287,0.05610064547023217,48,0.020833333333333332,8.680555555555555,9.185013876040703,0.10917804394250209,1.0,1.0
2241,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",24,9976,0.01623154016967117,1.0,0.6261381482224004,0.0024,topq,24,0.041666666666666664,17.36111111111111,18.814744801512287,0.05610064547023217,48,0.020833333333333332,8.680555555555555,9.185013876040703,0.10917804394250209,1.0,1.0
21,"Serine/threonine-protein kinase, active site",52,9948,0.823235295230311,1.0,0.4627746976585939,0.0052,topq,52,0.0,0.0,1.7952834467120182,1.0,104,0.0,0.0,0.8971975393028024,1.0,1.0,1.0
126,"Protein kinase, ATP binding site",49,9951,0.7744053975806119,1.0,0.46886273351668073,0.0049,topq,49,0.0,0.0,2.020712172227324,1.0,98,0.0,0.0,1.0104599292416552,1.0,1.0,1.0
134,"EF-Hand 1, calcium-binding site",22,9978,0.9830984761578614,1.0,0.3692714881830937,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
179,"ATP-dependent RNA helicase DEAD-box, conserved site",30,9970,0.008366001041880993,1.0,0.6262520896021397,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
191,"Aminoacyl-tRNA synthetase, class I, conserved site",78,9922,1.0,1.0,0.16840005892112322,0.0078,topq,78,0.0,0.0,0.7987747981662542,1.0,156,0.0,0.0,0.3974888585905863,1.0,1.0,1.0
306,"Homeobox, conserved site",28,9972,0.10378943161257925,1.0,0.568830224628961,0.0028,topq,28,0.0,0.0,6.121575869498307,1.0,56,0.0,0.0,3.0791802515137396,1.0,1.0,1.0
307,"Cytochrome P450, conserved site",36,9964,0.02994296882904587,1.0,0.5906680717248762,0.0036,topq,36,0.0,0.0,3.7262150497279034,1.0,72,0.0,0.0,1.8691544638639583,1.0,1.0,1.0
330,"Small ribosomal subunit protein uS4, conserved site",23,9977,0.9999758567583364,1.0,0.2551825720897194,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
376,"DnaJ domain, conserved site",22,9978,0.9513667028770315,1.0,0.39786165928679457,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
448,"WD40 repeat, conserved site",27,9973,0.98217768336696,1.0,0.38315860230028487,0.0027,topq,27,0.0,0.0,6.576198347107438,1.0,54,0.0,0.0,3.3092577147623015,1.0,1.0,1.0
474,"Large ribosomal subunit protein uL14, conserved site",25,9975,0.6624579906855507,1.0,0.4757774436090226,0.0025,topq,25,0.0,0.0,7.6512879661668585,1.0,50,0.0,0.0,3.85381479324403,1.0,1.0,1.0
507,"Small ribosomal subunit protein uS7, conserved site",22,9978,0.772137496981574,1.0,0.4540580185499007,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
520,"Enolase, conserved site",21,9979,0.9993220887865973,1.0,0.29802346833111437,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
538,"Small ribosomal subunit protein uS19, conserved site",22,9978,0.9999764363447623,1.0,0.24934401137046958,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
548,"S-adenosylmethionine synthetase, conserved site",20,9980,0.6333726821759055,1.0,0.47798847695390784,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
609,"Tr-type G domain, conserved site",56,9944,0.2645354547888908,1.0,0.5243425683829445,0.0056,topq,56,0.0,0.0,1.5488291957083562,1.0,112,0.0,0.0,0.7734513274336283,1.0,1.0,1.0
