domain_idx,entry_name,n_in,n_out,mwu_p,mwu_p_adj,mwu_auc,prevalence,summary_kind,k_1x,precision_1x,lift_1x,or_topk_1x,fisher_p_1x,k_2x,precision_2x,lift_2x,or_topk_2x,fisher_p_2x,fisher_p_adj_1x,fisher_p_adj_2x
1284,"Mur ligase, C-terminal",25,9975,0.0004002053522425961,0.11365832003689728,0.561710275689223,0.0025,topq,25,0.0,0.0,7.6512879661668585,1.0,50,0.0,0.0,3.85381479324403,1.0,1.0,1.0
1983,"Mur ligase, central",25,9975,0.0004002053522425961,0.11365832003689728,0.561710275689223,0.0025,topq,25,0.0,0.0,7.6512879661668585,1.0,50,0.0,0.0,3.85381479324403,1.0,1.0,1.0
9402,"Mur-like, catalytic domain superfamily",26,9974,0.0005763700215861676,0.16368908613047162,0.558667921210532,0.0026,topq,26,0.0,0.0,7.083303666785332,1.0,52,0.0,0.0,3.5660377358490565,1.0,1.0,1.0
9423,"Mur ligase, C-terminal domain superfamily",26,9974,0.0005763700215861676,0.16368908613047162,0.558667921210532,0.0026,topq,26,0.0,0.0,7.083303666785332,1.0,52,0.0,0.0,3.5660377358490565,1.0,1.0,1.0
8654,GroES-like superfamily,20,9980,0.0026790634959245876,0.7608540328425829,0.5572920841683366,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
8760,Rossmann-like alpha/beta/alpha sandwich fold,261,9739,0.8477376253785691,1.0,0.49408075679448155,0.0261,topq,261,0.022988505747126436,0.880785660809442,0.8751095732410611,0.6810929826884893,522,0.011494252873563218,0.440392830404721,0.4205654354765162,0.9943808675560288,1.0,1.0
9320,Winged helix-like DNA-binding domain superfamily,138,9862,0.00912603980395551,1.0,0.5185979561425939,0.0138,topq,138,0.007246376811594203,0.5250997689561017,0.5181416164952848,0.8549988467049745,276,0.025362318840579712,1.837849191346356,1.905587559238344,0.08739321853665698,1.0,1.0
8707,"Nucleic acid-binding, OB-fold",235,9765,0.9875547904553101,1.0,0.4863901689708141,0.0235,topq,235,0.00425531914893617,0.1810774105930285,0.1740631163708087,0.9965023302257476,470,0.01702127659574468,0.724309642372114,0.709651581898278,0.8688186976823978,1.0,0.00022656540886285362
21,"Serine/threonine-protein kinase, active site",52,9948,0.4646525710548778,1.0,0.5011347468374007,0.0052,topq,52,0.0,0.0,1.7952834467120182,1.0,104,0.0,0.0,0.8971975393028024,1.0,1.0,1.0
58,"ATPase, alpha/beta subunit, nucleotide-binding domain, active site",41,9959,0.8890929302859121,1.0,0.4824279546139171,0.0041,topq,41,0.0,0.0,2.879518072289157,1.0,82,0.0,0.0,1.4424972617743703,1.0,1.0,1.0
126,"Protein kinase, ATP binding site",49,9951,0.4312551183408244,1.0,0.502280562511408,0.0049,topq,49,0.0,0.0,2.020712172227324,1.0,98,0.0,0.0,1.0104599292416552,1.0,1.0,1.0
134,"EF-Hand 1, calcium-binding site",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
179,"ATP-dependent RNA helicase DEAD-box, conserved site",30,9970,0.8518744690012816,1.0,0.48244734202607825,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
191,"Aminoacyl-tRNA synthetase, class I, conserved site",78,9922,0.9543122683580876,1.0,0.48236242693005443,0.0078,topq,78,0.0,0.0,0.7987747981662542,1.0,156,0.0,0.0,0.3974888585905863,1.0,1.0,1.0
292,"ABC transporter-like, conserved site",65,9935,0.8118194662060185,1.0,0.48988269908249776,0.0065,topq,65,0.0,0.0,1.1503408892255695,1.0,130,0.0,0.0,0.5735719926296393,1.0,1.0,1.0
294,"4Fe-4S ferredoxin, iron-sulphur binding, conserved site",24,9976,0.8248419568363203,1.0,0.482457898957498,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
306,"Homeobox, conserved site",28,9972,0.022043945619517034,1.0,0.5350212738525013,0.0028,topq,28,0.0,0.0,6.121575869498307,1.0,56,0.0,0.0,3.0791802515137396,1.0,1.0,1.0
307,"Cytochrome P450, conserved site",36,9964,0.8737972083509933,1.0,0.48243677238057003,0.0036,topq,36,0.0,0.0,3.7262150497279034,1.0,72,0.0,0.0,1.8691544638639583,1.0,1.0,1.0
330,"Small ribosomal subunit protein uS4, conserved site",23,9977,0.8197126123795374,1.0,0.4824596572115866,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
339,"Small ribosomal subunit protein uS11, conserved site",22,9978,0.3904775841129913,1.0,0.5054574609595656,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
348,"Small ribosomal subunit protein uS2, conserved site",21,9979,0.8088151597384551,1.0,0.4824631726625914,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
354,"Heat shock protein 70, conserved site",21,9979,0.8088151597384551,1.0,0.4824631726625914,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
376,"DnaJ domain, conserved site",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
386,"Large ribosomal subunit protein bL35, conserved site",20,9980,0.803017611955416,1.0,0.48246492985971945,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
448,"WD40 repeat, conserved site",27,9973,0.8391004169843659,1.0,0.482452622079615,0.0027,topq,27,0.0,0.0,6.576198347107438,1.0,54,0.0,0.0,3.3092577147623015,1.0,1.0,1.0
474,"Large ribosomal subunit protein uL14, conserved site",25,9975,0.8297756038032675,1.0,0.4824561403508772,0.0025,topq,25,0.0,0.0,7.6512879661668585,1.0,50,0.0,0.0,3.85381479324403,1.0,1.0,1.0
507,"Small ribosomal subunit protein uS7, conserved site",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
508,"Methylthiotransferase, conserved site",20,9980,0.803017611955416,1.0,0.48246492985971945,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
520,"Enolase, conserved site",21,9979,0.8088151597384551,1.0,0.4824631726625914,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
538,"Small ribosomal subunit protein uS19, conserved site",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
548,"S-adenosylmethionine synthetase, conserved site",20,9980,0.803017611955416,1.0,0.48246492985971945,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
630,"Small ribosomal subunit protein uS8, conserved site",20,9980,0.803017611955416,1.0,0.48246492985971945,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
636,Aminotransferases class-III pyridoxal-phosphate attachment site,21,9979,0.8088151597384551,1.0,0.4824631726625914,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
672,"ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",41,9959,0.8890929302859121,1.0,0.4824279546139171,0.0041,topq,41,0.0,0.0,2.879518072289157,1.0,82,0.0,0.0,1.4424972617743703,1.0,1.0,1.0
714,"DNA mismatch repair protein MutS, C-terminal",21,9979,0.8088151597384551,1.0,0.4824631726625914,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
722,RNA recognition motif domain,27,9973,0.017467311459017747,1.0,0.5373601316146187,0.0027,topq,27,0.0,0.0,6.576198347107438,1.0,54,0.0,0.0,3.3092577147623015,1.0,1.0,1.0
751,"Elongation factor EFG, domain V-like",34,9966,0.5829786429180777,1.0,0.49669316853773415,0.0034,topq,34,0.0,0.0,4.172442764125184,1.0,68,0.0,0.0,2.0942557918121234,1.0,1.0,1.0
767,Protein kinase domain,63,9937,0.5730134451072246,1.0,0.49786272564777145,0.0063,topq,63,0.0,0.0,1.2244404488808978,1.0,126,0.0,0.0,0.6107186206467274,1.0,1.0,1.0
781,"ATP synthase, alpha subunit, C-terminal",24,9976,0.8248419568363203,1.0,0.482457898957498,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
787,Phosphoribosyltransferase domain,53,9947,0.9177147970871814,1.0,0.4824067558057706,0.0053,topq,53,0.0,0.0,1.7284478993798582,1.0,106,0.0,0.0,0.863630380413321,1.0,1.0,1.0
818,Globin,20,9980,0.803017611955416,1.0,0.48246492985971945,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
835,Aspartate/glutamate/uridylate kinase,35,9965,0.8704379382565903,1.0,0.4824385348720522,0.0035,topq,35,0.0,0.0,3.9398928783971434,1.0,70,0.0,0.0,1.9769253820797124,1.0,1.0,1.0
881,"Exoribonuclease, phosphorolytic domain 1",26,9974,0.8345249612883912,1.0,0.4824543813916182,0.0026,topq,26,0.0,0.0,7.083303666785332,1.0,52,0.0,0.0,3.5660377358490565,1.0,1.0,1.0
897,Homeodomain,37,9963,0.009653407212244268,1.0,0.5354188877224108,0.0037,topq,37,0.0,0.0,3.5294222222222222,1.0,74,0.0,0.0,1.7699328859060404,1.0,1.0,1.0
936,DnaJ domain,30,9970,0.8518744690012816,1.0,0.48244734202607825,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
942,"Helicase, C-terminal domain-like",60,9940,0.9304715803967686,1.0,0.4823943661971831,0.006,topq,60,0.0,0.0,1.349702889146916,1.0,120,0.0,0.0,0.6735365728198621,1.0,1.0,1.0
958,"NADH:quinone oxidoreductase/Mrp antiporter, transmembrane domain",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
975,"Zinc finger, RING-type",24,9976,0.8248419568363203,1.0,0.482457898957498,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
989,"Small ribosomal subunit protein uS4, N-terminal",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
1010,EF-hand domain,26,9974,0.8345249612883912,1.0,0.4824543813916182,0.0026,topq,26,0.0,0.0,7.083303666785332,1.0,52,0.0,0.0,3.5660377358490565,1.0,1.0,1.0
1039,"Aminoacyl-tRNA synthetase, class Ia",24,9976,0.8248419568363203,1.0,0.482457898957498,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
1040,"Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)",36,9964,0.8737972083509933,1.0,0.48243677238057003,0.0036,topq,36,0.0,0.0,3.7262150497279034,1.0,72,0.0,0.0,1.8691544638639583,1.0,1.0,1.0
1104,TRAM domain,23,9977,0.8197126123795374,1.0,0.4824596572115866,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
1131,RNA-binding S4 domain,35,9965,0.8704379382565903,1.0,0.4824385348720522,0.0035,topq,35,0.0,0.0,3.9398928783971434,1.0,70,0.0,0.0,1.9769253820797124,1.0,1.0,1.0
1136,S1 domain,30,9970,0.8518744690012816,1.0,0.48244734202607825,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
1194,"ABC transporter-like, ATP-binding domain",67,9933,0.820712311612354,1.0,0.4896568200976393,0.0067,topq,67,0.0,0.0,1.082743484224966,1.0,134,0.0,0.0,0.53969434118133,1.0,1.0,1.0
1203,"Helix-hairpin-helix DNA-binding motif, class 1",32,9968,0.5578186301641187,1.0,0.49763461827849115,0.0032,topq,32,0.0,0.0,4.703668639053255,1.0,64,0.0,0.0,2.3624329159212882,1.0,1.0,1.0
1210,Immunoglobulin domain subtype,23,9977,0.8197126123795374,1.0,0.4824596572115866,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
1259,"ATPase, AAA-type, core",44,9956,0.12198357898470025,1.0,0.5161814255451258,0.0044,topq,44,0.0,0.0,2.502840550435551,1.0,88,0.0,0.0,1.252904208722148,1.0,1.0,1.0
1273,"K Homology domain, type 2",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
1276,K Homology domain,39,9961,0.883258075234646,1.0,0.48243148278285314,0.0039,topq,39,0.0,0.0,3.1797788815894883,1.0,78,0.0,0.0,1.5937273240345078,1.0,1.0,1.0
1277,"K Homology domain, type 1",24,9976,0.8248419568363203,1.0,0.482457898957498,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
1283,"ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain",40,9960,0.8862201662831152,1.0,0.482429718875502,0.004,topq,40,0.0,0.0,3.024081694863588,1.0,80,0.0,0.0,1.5152979066022545,1.0,1.0,1.0
1299,Anticodon-binding,36,9964,0.8737972083509933,1.0,0.48243677238057003,0.0036,topq,36,0.0,0.0,3.7262150497279034,1.0,72,0.0,0.0,1.8691544638639583,1.0,1.0,1.0
1326,"Aminoacyl-tRNA synthetase, class II (D/K/N)",23,9977,0.8197126123795374,1.0,0.4824596572115866,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
1327,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",22,9978,0.81437499095244,1.0,0.48246141511324914,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
1426,"Cytochrome b/b6, N-terminal domain",30,9970,0.8518744690012816,1.0,0.48244734202607825,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
1427,"Cytochrome b/b6, C-terminal",30,9970,0.8518744690012816,1.0,0.48244734202607825,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
1496,TOPRIM domain,23,9977,0.8197126123795374,1.0,0.4824596572115866,0.0023,topq,23,0.0,0.0,9.012675418741512,1.0,46,0.0,0.0,4.5442690459849,1.0,1.0,1.0
1500,"Aminoacyl-tRNA synthetase, class II",83,9917,0.9592361174697902,1.0,0.48235353433498035,0.0083,topq,83,0.0,0.0,0.705260138405823,1.0,166,0.0,0.0,0.3507039974105843,1.0,1.0,1.0
1545,"Elp3/MiaA/NifB-like, radical SAM core domain",62,9938,0.9336983088046756,1.0,0.4823908231032401,0.0062,topq,62,0.0,0.0,1.264192,1.0,124,0.0,0.0,0.6306506024096385,1.0,1.0,1.0
1591,Immunoglobulin-like domain,33,9967,0.8633825137716897,1.0,0.48244205879402025,0.0033,topq,33,0.0,0.0,4.426152817999554,1.0,66,0.0,0.0,2.2223095051060486,1.0,1.0,1.0
1601,Radical SAM,70,9930,0.945048968303729,1.0,0.4823766364551863,0.007,topq,70,0.0,0.0,0.9919521150847543,1.0,140,0.0,0.0,0.49420761717271144,1.0,1.0,1.0
1645,"DNA mismatch repair protein MutS, core",21,9979,0.8088151597384551,1.0,0.4824631726625914,0.0021,topq,21,0.0,0.0,10.77176852352623,1.0,42,0.0,0.0,5.437756497948017,1.0,1.0,1.0
1787,"PurM-like, C-terminal domain",20,9980,0.803017611955416,1.0,0.48246492985971945,0.002,topq,20,0.0,0.0,11.850684116597263,1.0,40,0.0,0.0,5.986449864498645,1.0,1.0,1.0
1832,DEAD/DEAH-box helicase domain,35,9965,0.8704379382565903,1.0,0.4824385348720522,0.0035,topq,35,0.0,0.0,3.9398928783971434,1.0,70,0.0,0.0,1.9769253820797124,1.0,1.0,1.0
1838,"Myc-type, basic helix-loop-helix (bHLH) domain",22,9978,0.006359812927548507,1.0,0.5488802638532043,0.0022,topq,22,0.0,0.0,9.83358024691358,1.0,44,0.0,0.0,4.961048689138576,1.0,1.0,1.0
1866,ATP-grasp fold,30,9970,0.8518744690012816,1.0,0.48244734202607825,0.003,topq,30,0.0,0.0,5.342918570276807,1.0,60,0.0,0.0,2.685408481235605,1.0,1.0,1.0
1921,"Threonyl/alanyl tRNA synthetase, SAD",25,9975,0.8297756038032675,1.0,0.4824561403508772,0.0025,topq,25,0.0,0.0,7.6512879661668585,1.0,50,0.0,0.0,3.85381479324403,1.0,1.0,1.0
1943,Zinc finger C2H2-type,28,9972,0.5021356492416714,1.0,0.49990867285542373,0.0028,topq,28,0.0,0.0,6.121575869498307,1.0,56,0.0,0.0,3.0791802515137396,1.0,1.0,1.0
1964,"Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",27,9973,0.8391004169843659,1.0,0.482452622079615,0.0027,topq,27,0.0,0.0,6.576198347107438,1.0,54,0.0,0.0,3.3092577147623015,1.0,1.0,1.0
2046,Thioredoxin domain,24,9976,0.8248419568363203,1.0,0.482457898957498,0.0024,topq,24,0.0,0.0,8.290295710120782,1.0,48,0.0,0.0,4.1777824531874606,1.0,1.0,1.0
