Case,Layer,Latent_ID,AUC,InterPro ID,InterPro Name,A_in,A_out,Delta_In_Out,L2FC,Bonferroni adj. p-value
MetX,4,1682,0.9920814633369446,IPR020599,Translation elongation factor P/YeiP,5.870051860809326,4.157438278198242,1.712613582611084,0.49767500162124634,0.006087282672524452
MetX,4,1712,0.9996048212051392,IPR001980,Phosphopantetheine adenylyltransferase,6.08680534362793,4.083187103271484,2.0036182403564453,0.5759860277175903,3.193636075593531e-05
MetX,4,1807,0.9629890322685242,IPR018102,"Small ribosomal subunit protein uS11, conserved site",7.84765625,3.9484899044036865,3.8991663455963135,0.9909571409225464,8.300295121443924e-06
MetX,4,1807,0.9706155061721802,IPR020783,"Large ribosomal subunit protein uL11, C-terminal",8.191650390625,3.950281858444214,4.241368293762207,1.0521948337554932,0.010488598607480526
MetX,4,1807,0.9706155061721802,IPR020784,"Large ribosomal subunit protein uL11, N-terminal",8.191650390625,3.950281858444214,4.241368293762207,1.0521948337554932,0.010488598607480526
MetX,4,1807,0.9706155061721802,IPR000911,Ribosomal protein uL11,8.191650390625,3.950281858444214,4.241368293762207,1.0521948337554932,0.010488598607480526
MetX,4,1807,0.9639739394187927,IPR001971,Small ribosomal subunit protein uS11,7.8916015625,3.9476022720336914,3.9439992904663086,0.9993377923965454,5.383853363127855e-07
MetX,4,1807,0.9820864796638489,IPR006519,"Large ribosomal subunit protein uL11, bacterial-type",8.372135162353516,3.9504354000091553,4.421699523925781,1.0835802555084229,0.014890506863594055
MetX,4,1807,0.9611598253250122,IPR019981,"Small ribosomal subunit protein uS11, bacterial-type",7.935351371765137,3.9490954875946045,3.9862558841705322,1.0067681074142456,0.00013834131823386997
MetX,4,1807,0.9706155061721802,IPR036769,"Large ribosomal subunit protein uL11, C-terminal domain superfamily",8.191650390625,3.950281858444214,4.241368293762207,1.0521948337554932,0.010488598607480526
MetX,4,1807,0.9706155061721802,IPR036796,"Large ribosomal subunit protein uL11, N-terminal domain superfamily",8.191650390625,3.950281858444214,4.241368293762207,1.0521948337554932,0.010488598607480526
MetX,4,1807,0.9639739394187927,IPR036967,Small ribosomal subunit protein uS11 superfamily,7.8916015625,3.9476022720336914,3.9439992904663086,0.9993377923965454,5.383853363127855e-07
Top2,4,2112,0.9630436897277832,IPR005679,"Ribosomal protein uS12, bacterial-type",5.445845127105713,4.0906853675842285,1.3551597595214844,0.41280990839004517,8.244605851359665e-06
MetX,4,2277,0.9560164213180542,IPR004150,"NAD-dependent DNA ligase, OB-fold",7.101357460021973,5.937106132507324,1.1642513275146484,0.2583325505256653,0.011073322035372257
MetX,4,2277,0.9529783725738525,IPR004365,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",7.12248420715332,5.93647575378418,1.1860084533691406,0.2627713084220886,2.8362335797282867e-05
MetX,4,2277,0.9560164213180542,IPR013839,"NAD-dependent DNA ligase, adenylation",7.101357460021973,5.937106132507324,1.1642513275146484,0.2583325505256653,0.011073322035372257
MetX,4,2277,0.9560164213180542,IPR013840,"NAD-dependent DNA ligase, N-terminal",7.101357460021973,5.937106132507324,1.1642513275146484,0.2583325505256653,0.011073322035372257
MetX,4,2277,0.981642484664917,IPR013842,"GTP-binding protein LepA, C-terminal",7.211590766906738,5.937173843383789,1.2744169235229492,0.2805387079715729,0.01548855286091566
MetX,4,2277,0.981642484664917,IPR035654,"Elongation factor 4, domain IV",7.211590766906738,5.937173843383789,1.2744169235229492,0.2805387079715729,0.01548855286091566
MetX,4,2277,0.9620048403739929,IPR001679,NAD-dependent DNA ligase,7.122389793395996,5.93718957901001,1.1852002143859863,0.2625787556171417,0.023048877716064453
MetX,4,2277,0.981642484664917,IPR006297,Elongation factor 4,7.211590766906738,5.937173843383789,1.2744169235229492,0.2805387079715729,0.01548855286091566
MetX,4,2277,0.981642484664917,IPR038363,"LepA, C-terminal domain superfamily",7.211590766906738,5.937173843383789,1.2744169235229492,0.2805387079715729,0.01548855286091566
MetX,4,2443,0.9624523520469666,IPR000352,Peptide chain release factor class I,5.204324245452881,3.0032005310058594,2.2011237144470215,0.793205201625824,0.00044002768117934465
MetX,4,2443,0.9783716201782227,IPR004827,Basic-leucine zipper domain,6.092434406280518,3.00243878364563,3.0899956226348877,1.0208792686462402,0.005100177135318518
MetX,4,2443,0.9624523520469666,IPR005139,Peptide chain release factor,5.204324245452881,3.0032005310058594,2.2011237144470215,0.793205201625824,0.00044002768117934465
MetX,4,2443,0.9594194293022156,IPR004373,Peptide chain release factor 1,5.1211347579956055,3.003995180130005,2.1171395778656006,0.7695761919021606,0.029116110876202583
MetX,4,2443,0.9594194293022156,IPR050057,Prokaryotic/Mitochondrial Release Factor,5.1211347579956055,3.003995180130005,2.1171395778656006,0.7695761919021606,0.029116110876202583
MetX,4,2443,0.9624523520469666,IPR045853,Peptide chain release factor class I superfamily,5.204324245452881,3.0032005310058594,2.2011237144470215,0.793205201625824,0.00044002768117934465
MetX,4,2443,0.9783716201782227,IPR046347,Basic-leucine zipper domain superfamily,6.092434406280518,3.00243878364563,3.0899956226348877,1.0208792686462402,0.005100177135318518
Top2,4,2511,0.9809980988502502,IPR000352,Peptide chain release factor class I,4.034299850463867,3.0338430404663086,1.0004568099975586,0.4111671447753906,5.787424379377626e-05
Top2,4,2511,0.9809980988502502,IPR005139,Peptide chain release factor,4.034299850463867,3.0338430404663086,1.0004568099975586,0.4111671447753906,5.787424379377626e-05
Top2,4,2511,0.9777581691741943,IPR004373,Peptide chain release factor 1,3.9804282188415527,3.0342299938201904,0.9461982250213623,0.391588419675827,0.005401712376624346
Top2,4,2511,0.9872444868087769,IPR019981,"Small ribosomal subunit protein uS11, bacterial-type",4.18701171875,3.0334367752075195,1.1535749435424805,0.4649629592895508,6.781705906178104e-06
