Case,Layer,Latent_ID,AUC,InterPro ID,InterPro Name,A_in,A_out,Delta_In_Out,L2FC,Bonferroni adj. p-value
2pkea,12,3682,0.990050196647644,IPR037196,"HSP90, C-terminal domain",1.1796244382858276,0.07701873034238815,1.1026057004928589,3.9367871284484863,2.3790591512806714e-05
2pkea,12,3682,0.9810609817504883,IPR043128,Reverse transcriptase/Diguanylate cyclase domain,1.3958510160446167,0.07633908838033676,1.319511890411377,4.192389965057373,1.6655564080703122e-11
2pkea,12,3682,0.9919664859771729,IPR043134,"GTP cyclohydrolase I, N-terminal domain",1.422776460647583,0.07603979855775833,1.3467366695404053,4.225620746612549,9.152267228047968e-16
2pkea,12,3751,0.9607214331626892,IPR020904,"Short-chain dehydrogenase/reductase, conserved site",17.36481285095215,11.522323608398438,5.842489242553711,0.5917339324951172,0.0070678358897566795
2pkea,12,3751,0.9534817934036255,IPR000073,Alpha/beta hydrolase fold-1,17.2623291015625,11.523073196411133,5.739255905151367,0.583100438117981,0.04956079646945
2pkea,12,3751,0.9756590127944946,IPR006151,Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase,17.73761558532715,11.5204439163208,6.217171669006348,0.6226145625114441,0.00010460194607730955
2pkea,12,3751,0.9626308083534241,IPR001806,Small GTPase,17.3759765625,11.5228910446167,5.853085517883301,0.5925900936126709,0.021777139976620674
2pkea,12,3751,0.9515432715415955,IPR002347,Short-chain dehydrogenase/reductase SDR,17.157604217529297,11.517592430114746,5.640011787414551,0.5750077366828918,2.3906784463179065e-07
2pkea,12,3751,0.9690629839897156,IPR008995,"Molybdate/tungstate binding, C-terminal",17.50801658630371,11.522680282592773,5.9853363037109375,0.6035381555557251,0.012101395055651665
2pkea,12,3751,0.9764847159385681,IPR029033,Histidine phosphatase superfamily,18.251562118530273,11.522161483764648,6.729400634765625,0.6636074185371399,0.024396874010562897
2pkea,16,46,0.9563368558883667,IPR018130,"Small ribosomal subunit protein uS2, conserved site",10.772507667541504,4.052513599395752,6.719994068145752,1.410461664199829,6.155408482300118e-05
2pkea,16,46,0.9841590523719788,IPR018171,"Peptidyl-tRNA hydrolase, conserved site",11.744140625,4.054322242736816,7.689818382263184,1.5344048738479614,0.002754240995272994
2pkea,16,46,0.9650577306747437,IPR001048,Aspartate/glutamate/uridylate kinase,11.041071891784668,4.0421295166015625,6.9989423751831055,1.449689269065857,2.31394737355492e-13
2pkea,16,46,0.9613509178161621,IPR001279,Metallo-beta-lactamase,10.929116249084473,4.043213844299316,6.885902404785156,1.434598684310913,1.7352087648692116e-12
2pkea,16,46,0.9580816626548767,IPR004843,"Calcineurin-like, phosphoesterase domain",11.092707633972168,4.054660797119141,7.038046836853027,1.4519548416137695,0.008505036123096943
2pkea,16,46,0.9878785014152527,IPR005475,"Transketolase-like, pyrimidine-binding domain",11.923379898071289,4.0548224449157715,7.868557453155518,1.5560790300369263,0.00830712541937828
2pkea,16,46,0.9984621405601501,IPR020587,"DNA recombination and repair protein RecA, monomer-monomer interface",12.717448234558105,4.054497241973877,8.66295051574707,1.6492106914520264,0.014578466303646564
2pkea,16,46,0.9971861243247986,IPR020588,"DNA recombination and repair protein RecA-like, ATP-binding domain",12.609578132629395,4.052934646606445,8.55664348602295,1.6374776363372803,0.0007855868898332119
2pkea,16,46,0.979661226272583,IPR001057,Glutamate/acetylglutamate kinase,11.468668937683105,4.0547637939453125,7.413905143737793,1.5000046491622925,0.004215791821479797
2pkea,16,46,0.9841590523719788,IPR001328,Peptidyl-tRNA hydrolase,11.744140625,4.054322242736816,7.689818382263184,1.5344048738479614,0.002754240995272994
2pkea,16,46,0.956331193447113,IPR001865,Small ribosomal subunit protein uS2,10.769886016845703,4.051846027374268,6.7180399894714355,1.4103481769561768,1.7294640201725997e-05
2pkea,16,46,0.9760366678237915,IPR001907,ATP-dependent Clp protease proteolytic subunit,11.246826171875,4.055119037628174,7.191707134246826,1.4716981649398804,0.005924573168158531
2pkea,16,46,0.9717141389846802,IPR005706,"Small ribosomal subunit protein uS2, bacteria/mitochondria/plastid",11.074951171875,4.055394649505615,7.019556522369385,1.4493825435638428,0.008861107751727104
2pkea,16,46,0.9760366678237915,IPR023562,Clp protease proteolytic subunit /Translocation-enhancing protein TepA,11.246826171875,4.055119037628174,7.191707134246826,1.4716981649398804,0.005924573168158531
2pkea,16,46,0.9553049206733704,IPR050054,Uracil phosphoribosyltransferase/Adenine phosphoribosyltransferase,10.729315757751465,4.049257755279541,6.680058002471924,1.405825138092041,1.2609450550371548e-07
2pkea,16,46,0.9758003950119019,IPR017850,"Alkaline-phosphatase-like, core domain superfamily",11.874605178833008,4.054895877838135,7.819709300994873,1.5501391887664795,0.024293186143040657
2pkea,16,46,0.956331193447113,IPR023591,"Small ribosomal subunit protein uS2, flavodoxin-like domain superfamily",10.769886016845703,4.051846027374268,6.7180399894714355,1.4103481769561768,1.7294640201725997e-05
2pkea,16,46,0.9747421145439148,IPR029033,Histidine phosphatase superfamily,11.663541793823242,4.05521297454834,7.608328819274902,1.5241527557373047,0.02665536105632782
2pkea,16,46,0.9566051959991455,IPR029052,Metallo-dependent phosphatase-like,11.04440689086914,4.054042816162109,6.990364074707031,1.4458791017532349,0.0027293169405311346
2pkea,16,46,0.9855062365531921,IPR029061,Thiamin diphosphate-binding fold,11.84838581085205,4.04399299621582,7.8043928146362305,1.5508345365524292,1.9352889082946412e-11
2pkea,16,46,0.9650577306747437,IPR036393,Acetylglutamate kinase-like superfamily,11.041071891784668,4.0421295166015625,6.9989423751831055,1.449689269065857,2.31394737355492e-13
2pkea,16,46,0.9841590523719788,IPR036416,Peptidyl-tRNA hydrolase superfamily,11.744140625,4.054322242736816,7.689818382263184,1.5344048738479614,0.002754240995272994
2pkea,16,46,0.9622177481651306,IPR036866,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,10.959266662597656,4.042417049407959,6.916849613189697,1.4388575553894043,4.04577684288282e-13
2pkea,16,166,0.9592719674110413,IPR000291,"D-alanine--D-alanine ligase/VANA/B/C, conserved site",1.040706992149353,0.11889109760522842,0.9218158721923828,3.129729986190796,3.4255249747872085e-09
2pkea,16,166,0.9833597540855408,IPR018078,"DNA-binding, RecF, conserved site",1.5065337419509888,0.11902602761983871,1.387507677078247,3.6617627143859863,0.0013795041013509035
2pkea,16,166,0.976130485534668,IPR018151,"Transcription elongation factor, GreA/GreB, conserved site",1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.988254964351654,IPR020937,SecA conserved site,1.7690402269363403,0.11768539249897003,1.6513547897338867,3.909837245941162,3.2549910846096236e-14
2pkea,16,166,0.9874665141105652,IPR023632,"ATP synthase, F1 complex, gamma subunit conserved site",1.5702401399612427,0.11869089305400848,1.4515492916107178,3.7255825996398926,9.655236681282986e-07
2pkea,16,166,0.976130485534668,IPR001437,"Transcription elongation factor, GreA/GreB, C-terminal",1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.9752110242843628,IPR003395,"RecF/RecN/SMC, N-terminal",1.3638852834701538,0.11887677758932114,1.2450084686279297,3.520062208175659,4.465176971280016e-06
2pkea,16,166,0.9650676846504211,IPR004160,"Translation elongation factor EFTu/EF1A, C-terminal",1.0926152467727661,0.11824341863393784,0.9743718504905701,3.207831621170044,1.1658089165878422e-17
2pkea,16,166,0.9739058017730713,IPR004839,"Aminotransferase, class I/classII, large domain",1.3098798990249634,0.1178516373038292,1.192028284072876,3.4742684364318848,1.3767528974859354e-18
2pkea,16,166,0.9592719674110413,IPR011095,"D-alanine--D-alanine ligase, C-terminal",1.040706992149353,0.11889109760522842,0.9218158721923828,3.129729986190796,3.4255249747872085e-09
2pkea,16,166,0.9889695048332214,IPR011115,"SecA DEAD-like, N-terminal",1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.9889695048332214,IPR011116,SecA Wing/Scaffold,1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.9585862755775452,IPR011127,"D-alanine--D-alanine ligase, N-terminal domain",1.0344644784927368,0.11899026483297348,0.9154742360115051,3.119847536087036,7.842466231977596e-08
2pkea,16,166,0.9889695048332214,IPR011130,"SecA, preprotein cross-linking domain",1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.9889695048332214,IPR014018,SecA motor DEAD,1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.976130485534668,IPR022691,"Transcription elongation factor, GreA/GreB, N-terminal",1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.9515517950057983,IPR024759,"UvrB, YAD/RRR-motif-containing domain",0.9262927770614624,0.1194324642419815,0.8068603277206421,2.9551525115966797,0.028258027508854866
2pkea,16,166,0.9883902072906494,IPR028989,"Ribosome maturation factor RimP, N-terminal",1.6297200918197632,0.118183434009552,1.5115365982055664,3.785402297973633,2.9421028113763015e-11
2pkea,16,166,0.987662672996521,IPR028998,"Ribosome maturation factor RimP, C-terminal",1.609472632408142,0.11850631237030029,1.4909663200378418,3.763430595397949,3.0738195988533334e-08
2pkea,16,166,0.9621583819389343,IPR031166,EngA-type guanine nucleotide-binding (G) domain,1.0655517578125,0.11895603686571121,0.9465957283973694,3.1629788875579834,4.658697605464113e-08
2pkea,16,166,0.9621583819389343,IPR032859,"GTPase Der, C-terminal KH-domain-like",1.0655517578125,0.11895603686571121,0.9465957283973694,3.1629788875579834,4.658697605464113e-08
2pkea,16,166,0.9650676846504211,IPR033720,"Elongation factor Tu, domain 2",1.0926152467727661,0.11824341863393784,0.9743718504905701,3.207831621170044,1.1658089165878422e-17
2pkea,16,166,0.9515517950057983,IPR041471,"UvrB, interaction domain",0.9262927770614624,0.1194324642419815,0.8068603277206421,2.9551525115966797,0.028258027508854866
2pkea,16,166,0.9650676846504211,IPR041709,"Elongation factor Tu (EF-Tu), GTP-binding domain",1.0926152467727661,0.11824341863393784,0.9743718504905701,3.207831621170044,1.1658089165878422e-17
2pkea,16,166,0.9889695048332214,IPR044722,"SecA, C-terminal helicase domain",1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.985357403755188,IPR000131,"ATP synthase, F1 complex, gamma subunit",1.5080971717834473,0.11832955479621887,1.3897676467895508,3.671725273132324,4.893588312349095e-11
2pkea,16,166,0.9889695048332214,IPR000185,Protein translocase subunit SecA,1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.9802716970443726,IPR001238,"DNA-binding, RecF",1.4447834491729736,0.11893660575151443,1.325846791267395,3.6024672985076904,6.641352956648916e-05
2pkea,16,166,0.9858998656272888,IPR001991,Sodium:dicarboxylate symporter,1.5156656503677368,0.11915937066078186,1.3965063095092773,3.6688661575317383,0.032945144921541214
2pkea,16,166,0.9883902072906494,IPR003728,Ribosome maturation factor RimP,1.6297200918197632,0.118183434009552,1.5115365982055664,3.785402297973633,2.9421028113763015e-11
2pkea,16,166,0.964815616607666,IPR003758,Tetraacyldisaccharide 4'-kinase,1.1290080547332764,0.11918941885232925,1.00981867313385,3.2436065673828125,0.0003598979383241385
2pkea,16,166,0.9650676846504211,IPR004541,"Translation elongation factor EFTu/EF1A, bacterial/organelle",1.0926152467727661,0.11824341863393784,0.9743718504905701,3.207831621170044,1.1658089165878422e-17
2pkea,16,166,0.9515517950057983,IPR004807,"UvrABC system, subunit B",0.9262927770614624,0.1194324642419815,0.8068603277206421,2.9551525115966797,0.028258027508854866
2pkea,16,166,0.9592719674110413,IPR005905,D-alanine--D-alanine ligase,1.040706992149353,0.11889109760522842,0.9218158721923828,3.129729986190796,3.4255249747872085e-09
2pkea,16,166,0.976130485534668,IPR006359,Transcription elongation factor GreA,1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.9621583819389343,IPR016484,GTPase Der,1.0655517578125,0.11895603686571121,0.9465957283973694,3.1629788875579834,4.658697605464113e-08
2pkea,16,166,0.976130485534668,IPR023459,Transcription elongation factor GreA/GreB family,1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.976130485534668,IPR028624,Transcription elongation factor GreA/GreB,1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.9650676846504211,IPR050055,Elongation factor Tu GTPase,1.0926152467727661,0.11824341863393784,0.9743718504905701,3.207831621170044,1.1658089165878422e-17
2pkea,16,166,0.9629561305046082,IPR009001,"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal",1.0623973608016968,0.11782477051019669,0.9445725679397583,3.1724863052368164,4.4710786229104206e-24
2pkea,16,166,0.9551923274993896,IPR016185,Pre-ATP-grasp domain superfamily,1.0343610048294067,0.11798124015331268,0.9163797497749329,3.131988048553467,8.87993937601839e-22
2pkea,16,166,0.9883902072906494,IPR035956,"RimP, N-terminal domain superfamily",1.6297200918197632,0.118183434009552,1.5115365982055664,3.785402297973633,2.9421028113763015e-11
2pkea,16,166,0.985357403755188,IPR035968,"ATP synthase, F1 complex, gamma subunit superfamily",1.5080971717834473,0.11832955479621887,1.3897676467895508,3.671725273132324,4.893588312349095e-11
2pkea,16,166,0.9889695048332214,IPR036266,"SecA, Wing/Scaffold superfamily",1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.9858998656272888,IPR036458,Sodium:dicarboxylate symporter superfamily,1.5156656503677368,0.11915937066078186,1.3965063095092773,3.6688661575317383,0.032945144921541214
2pkea,16,166,0.9889695048332214,IPR036670,"SecA, preprotein cross-linking domain superfamily",1.7681514024734497,0.1171906515955925,1.6509608030319214,3.915189266204834,9.995181097093163e-19
2pkea,16,166,0.976130485534668,IPR036805,"Transcription elongation factor, GreA/GreB, N-terminal domain superfamily",1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.9879094362258911,IPR036847,"Ribosome maturation factor RimP, C-terminal domain superfamily",1.6134587526321411,0.11835267394781113,1.4951061010360718,3.7688705921173096,9.709596460183434e-10
2pkea,16,166,0.976130485534668,IPR036953,"Transcription elongation factor GreA/GreB, C-terminal domain superfamily",1.2798227071762085,0.11848752945661545,1.1613352298736572,3.4330151081085205,8.746533011749769e-12
2pkea,16,166,0.9985847473144531,IPR037196,"HSP90, C-terminal domain",2.903853178024292,0.11804722249507904,2.7858059406280518,4.620410442352295,0.00030319252982735634
2pkea,16,166,0.9802716970443726,IPR042174,"DNA-binding RecF, domain 2",1.4447834491729736,0.11893660575151443,1.325846791267395,3.6024672985076904,6.641352956648916e-05
2pkea,16,249,0.9915503263473511,IPR020904,"Short-chain dehydrogenase/reductase, conserved site",13.57536792755127,2.0705602169036865,11.504807472229004,2.7128913402557373,0.00017229930381290615
2pkea,16,249,0.9756520986557007,IPR000836,Phosphoribosyltransferase domain,11.722455024719238,2.038794994354248,9.683660507202148,2.5234789848327637,1.1962787200408173e-25
2pkea,16,249,0.9723307490348816,IPR001236,"Lactate/malate dehydrogenase, N-terminal",11.883535385131836,2.0724587440490723,9.811077117919922,2.5195417404174805,0.00030710623832419515
2pkea,16,249,0.9931000471115112,IPR006151,Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase,13.876946449279785,2.067680835723877,11.80926513671875,2.7465977668762207,7.023779289738741e-06
2pkea,16,249,0.9952173233032227,IPR020630,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",14.214925765991211,2.070687770843506,12.144237518310547,2.7792177200317383,0.0005436265491880476
2pkea,16,249,0.9952173233032227,IPR020631,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",14.214925765991211,2.070687770843506,12.144237518310547,2.7792177200317383,0.0005436265491880476
2pkea,16,249,0.9723307490348816,IPR022383,"Lactate/malate dehydrogenase, C-terminal",11.883535385131836,2.0724587440490723,9.811077117919922,2.5195417404174805,0.00030710623832419515
2pkea,16,249,0.9981371760368347,IPR023753,FAD/NAD(P)-binding domain,15.069939613342285,2.070619583129883,12.999320030212402,2.863532304763794,0.0019228747114539146
2pkea,16,249,0.9638609290122986,IPR040131,"MnmG, N-terminal domain",10.9580078125,2.0759072303771973,8.882101058959961,2.4001646041870117,0.011151622980833054
2pkea,16,249,0.9952173233032227,IPR000672,Tetrahydrofolate dehydrogenase/cyclohydrolase,14.214925765991211,2.070687770843506,12.144237518310547,2.7792177200317383,0.0005436265491880476
2pkea,16,249,0.981112003326416,IPR001557,L-lactate/malate dehydrogenase,12.375822067260742,2.0726029872894287,10.303218841552734,2.5780017375946045,0.0005082441493868828
2pkea,16,249,0.9638609290122986,IPR002218,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-related,10.9580078125,2.0759072303771973,8.882101058959961,2.4001646041870117,0.011151622980833054
2pkea,16,249,0.9876371026039124,IPR002347,Short-chain dehydrogenase/reductase SDR,13.095377922058105,2.0614304542541504,11.033946990966797,2.6673331260681152,4.2211328876717857e-10
2pkea,16,249,0.9626539945602417,IPR002903,Ribosomal RNA small subunit methyltransferase H,10.62196159362793,2.077301263809204,8.544660568237305,2.3542609214782715,0.047889940440654755
2pkea,16,249,0.9727579951286316,IPR050054,Uracil phosphoribosyltransferase/Adenine phosphoribosyltransferase,11.574920654296875,2.0653936862945557,9.509527206420898,2.486506462097168,4.2616559170483015e-09
2pkea,16,249,0.9769673347473145,IPR008927,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily",11.987417221069336,2.0593416690826416,9.928075790405273,2.5412588119506836,1.934947427978395e-12
2pkea,16,249,0.9740210175514221,IPR013328,"6-phosphogluconate dehydrogenase, domain 2",11.784852027893066,2.075554609298706,9.709297180175781,2.5053577423095703,0.017526406794786453
2pkea,16,249,0.9725030064582825,IPR015955,"Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal",11.883807182312012,2.0714752674102783,9.812332153320312,2.5202596187591553,7.467047544196248e-05
2pkea,16,249,0.9626539945602417,IPR023397,"S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain superfamily",10.62196159362793,2.077301263809204,8.544660568237305,2.3542609214782715,0.047889940440654755
2pkea,16,249,0.9756520986557007,IPR029057,Phosphoribosyltransferase-like,11.722455024719238,2.038794994354248,9.683660507202148,2.5234789848327637,1.1962787200408173e-25
2pkea,16,249,0.959030032157898,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase superfamily,9.996338844299316,1.946017861366272,8.050320625305176,2.360867500305176,0.0
2pkea,16,249,0.9643841981887817,IPR036188,FAD/NAD(P)-binding domain superfamily,11.747983932495117,2.017137050628662,9.730846405029297,2.542025089263916,8.112747730596944e-37
2pkea,16,249,0.9882975220680237,IPR036291,NAD(P)-binding domain superfamily,12.37092399597168,1.873879313468933,10.497044563293457,2.7228455543518066,0.0
2pkea,16,249,0.9932664632797241,IPR046346,"Aminoacid dehydrogenase-like, N-terminal domain superfamily",14.076412200927734,2.054051637649536,12.022360801696777,2.776728391647339,4.1598107879299573e-13
2pkea,16,387,0.9625726938247681,IPR000629,"ATP-dependent RNA helicase DEAD-box, conserved site",7.935698986053467,3.3773040771484375,4.558394908905029,1.2324810028076172,2.6481575265968615e-10
2pkea,16,387,0.9811457395553589,IPR003599,Immunoglobulin domain subtype,9.106954574584961,3.3778021335601807,5.729152679443359,1.4308795928955078,1.9906538284431008e-07
2pkea,16,387,0.9792101979255676,IPR007110,Immunoglobulin-like domain,8.942628860473633,3.3725979328155518,5.57003116607666,1.4068344831466675,2.3992548399409674e-13
2pkea,16,387,0.9619654417037964,IPR011545,DEAD/DEAH-box helicase domain,7.9099626541137695,3.3751070499420166,4.534855842590332,1.2287333011627197,4.675645721291533e-13
2pkea,16,387,0.9800690412521362,IPR013106,Immunoglobulin V-set domain,8.929835319519043,3.381546974182129,5.548288345336914,1.4009459018707275,0.0010402792831882834
2pkea,16,387,0.9638599157333374,IPR014014,"RNA helicase, DEAD-box type, Q motif",7.968648433685303,3.377204656600952,4.59144401550293,1.2385010719299316,2.1317875242843343e-10
2pkea,16,387,0.9633945822715759,IPR001806,Small GTPase,8.054931640625,3.38350510597229,4.671426773071289,1.2513494491577148,0.019905440509319305
2pkea,16,387,0.9661186337471008,IPR011989,Armadillo-like helical,9.982136726379395,3.3764469623565674,6.605690002441406,1.5638384819030762,5.466118182084756e-06
2pkea,16,387,0.968505322933197,IPR036179,Immunoglobulin-like domain superfamily,8.704154014587402,3.3707118034362793,5.333442211151123,1.368646502494812,2.443822189968428e-15
2pkea,16,387,0.9572851061820984,IPR036236,Zinc finger C2H2 superfamily,8.028255462646484,3.3788909912109375,4.649364471435547,1.2485324144363403,1.0153978990956603e-07
2pkea,16,387,0.9662575721740723,IPR036770,Ankyrin repeat-containing domain superfamily,8.968140602111816,3.3786823749542236,5.589458465576172,1.4083439111709595,5.372014584281715e-06
2pkea,16,387,0.9695742130279541,IPR002110,Ankyrin repeat,9.086787223815918,3.378992795944214,5.707794189453125,1.4271727800369263,1.3546191439672839e-05
2pkea,16,461,0.9924106001853943,IPR033128,"Adenylosuccinate synthase, active site",3.710908889770508,1.5096392631530762,2.2012696266174316,1.297559142112732,0.00030159184825606644
2pkea,16,461,0.9924106001853943,IPR018220,"Adenylosuccinate synthase, GTP-binding site",3.710908889770508,1.5096392631530762,2.2012696266174316,1.297559142112732,0.00030159184825606644
2pkea,16,461,0.979616105556488,IPR019926,"Large ribosomal subunit protein uL3, conserved site",3.350694179534912,1.510621190071106,1.8400729894638062,1.149308443069458,0.01829259656369686
2pkea,16,461,0.9674078226089478,IPR020606,"Small ribosomal subunit protein uS7, conserved site",3.0802557468414307,1.5099265575408936,1.570329189300537,1.0285621881484985,4.7030307541717775e-06
2pkea,16,461,0.9870941638946533,IPR022631,"S-adenosylmethionine synthetase, conserved site",3.519580125808716,1.509360909461975,2.010219097137451,1.2214559316635132,6.785288405808387e-06
2pkea,16,461,0.9848129153251648,IPR004364,"Aminoacyl-tRNA synthetase, class II (D/K/N)",3.6074516773223877,1.5085539817810059,2.098897695541382,1.2578041553497314,1.2278444216917705e-07
2pkea,16,461,0.9911259412765503,IPR004365,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",3.669612169265747,1.5086272954940796,2.160984992980957,1.2823816537857056,2.2410951316942374e-07
2pkea,16,461,0.9870941638946533,IPR022628,"S-adenosylmethionine synthetase, N-terminal",3.519580125808716,1.509360909461975,2.010219097137451,1.2214559316635132,6.785288405808387e-06
2pkea,16,461,0.9870941638946533,IPR022629,"S-adenosylmethionine synthetase, central domain",3.519580125808716,1.509360909461975,2.010219097137451,1.2214559316635132,6.785288405808387e-06
2pkea,16,461,0.9870941638946533,IPR022630,"S-adenosylmethionine synthetase, C-terminal",3.519580125808716,1.509360909461975,2.010219097137451,1.2214559316635132,6.785288405808387e-06
2pkea,16,461,0.9676744937896729,IPR023798,Small ribosomal subunit protein uS7 domain,3.0869953632354736,1.5095956325531006,1.577399730682373,1.0320316553115845,3.1945526757226617e-07
2pkea,16,461,0.9676744937896729,IPR000235,Small ribosomal subunit protein uS7,3.0869953632354736,1.5095956325531006,1.577399730682373,1.0320316553115845,3.1945526757226617e-07
2pkea,16,461,0.9795767068862915,IPR000597,Large ribosomal subunit protein uL3,3.3451335430145264,1.5104458332061768,1.8346877098083496,1.1470797061920166,0.0044939774088561535
2pkea,16,461,0.9898149967193604,IPR001114,Adenylosuccinate synthetase,3.6612141132354736,1.5095083713531494,2.151705741882324,1.2782337665557861,9.103224874706939e-05
2pkea,16,461,0.9870941638946533,IPR002133,S-adenosylmethionine synthetase,3.519580125808716,1.509360909461975,2.010219097137451,1.2214559316635132,6.785288405808387e-06
2pkea,16,461,0.9923752546310425,IPR002312,"Aspartyl/Asparaginyl-tRNA synthetase, class IIb",3.7194159030914307,1.5100672245025635,2.209348678588867,1.3004536628723145,0.005849281791597605
2pkea,16,461,0.9669500589370728,IPR005717,"Small ribosomal subunit protein uS7, bacterial/organellar-type",3.0735394954681396,1.5097846984863281,1.5637547969818115,1.0255486965179443,1.3244836054582265e-06
2pkea,16,461,0.9782640337944031,IPR019927,"Large ribosomal subunit protein uL3, bacterial/organelle-type",3.292187452316284,1.5107090473175049,1.7814784049987793,1.1238110065460205,0.02060711570084095
2pkea,16,461,0.9870941638946533,IPR022636,S-adenosylmethionine synthetase superfamily,3.519580125808716,1.509360909461975,2.010219097137451,1.2214559316635132,6.785288405808387e-06
2pkea,16,461,0.9676744937896729,IPR036823,Small ribosomal subunit protein uS7 domain superfamily,3.0869953632354736,1.5095956325531006,1.577399730682373,1.0320316553115845,3.1945526757226617e-07
2pkea,16,461,0.9898149967193604,IPR042109,"Adenylosuccinate synthetase, domain 1",3.6612141132354736,1.5095083713531494,2.151705741882324,1.2782337665557861,9.103224874706939e-05
2pkea,16,461,0.9924106001853943,IPR042110,"Adenylosuccinate synthetase, domain 2",3.710908889770508,1.5096392631530762,2.2012696266174316,1.297559142112732,0.00030159184825606644
2pkea,16,461,0.9898149967193604,IPR042111,"Adenylosuccinate synthetase, domain 3",3.6612141132354736,1.5095083713531494,2.151705741882324,1.2782337665557861,9.103224874706939e-05
2pkea,16,547,0.9571501612663269,IPR018171,"Peptidyl-tRNA hydrolase, conserved site",5.69390869140625,2.4878921508789062,3.2060165405273438,1.194489598274231,0.03559992462396622
2pkea,16,547,0.9936996698379517,IPR000504,RNA recognition motif domain,7.335231781005859,2.479912281036377,4.855319499969482,1.5645476579666138,1.0143285517072442e-10
2pkea,16,547,0.9510012865066528,IPR000795,Translational (tr)-type GTP-binding domain,5.47216272354126,2.4720208644866943,3.0001418590545654,1.1464143991470337,1.2646605814282055e-30
2pkea,16,547,0.9772841334342957,IPR004160,"Translation elongation factor EFTu/EF1A, C-terminal",5.88563346862793,2.486903667449951,3.3987298011779785,1.2428412437438965,0.0003488398215267807
2pkea,16,547,0.9582522511482239,IPR027486,Small ribosomal subunit protein uS10 domain,5.5587992668151855,2.487185478210449,3.0716137886047363,1.1602534055709839,0.0006867670454084873
2pkea,16,547,0.9772841334342957,IPR033720,"Elongation factor Tu, domain 2",5.88563346862793,2.486903667449951,3.3987298011779785,1.2428412437438965,0.0003488398215267807
2pkea,16,547,0.9772841334342957,IPR041709,"Elongation factor Tu (EF-Tu), GTP-binding domain",5.88563346862793,2.486903667449951,3.3987298011779785,1.2428412437438965,0.0003488398215267807
2pkea,16,547,0.9669084548950195,IPR053905,"Elongation factor G-like, domain II",5.744434356689453,2.487484931945801,3.2569494247436523,1.207471251487732,0.0038770788814872503
2pkea,16,547,0.9571501612663269,IPR001328,Peptidyl-tRNA hydrolase,5.69390869140625,2.4878921508789062,3.2060165405273438,1.194489598274231,0.03559992462396622
2pkea,16,547,0.9902249574661255,IPR001806,Small GTPase,6.5513916015625,2.486517906188965,4.064873695373535,1.397668719291687,0.0016520606586709619
2pkea,16,547,0.9582522511482239,IPR001848,Small ribosomal subunit protein uS10,5.5587992668151855,2.487185478210449,3.0716137886047363,1.1602534055709839,0.0006867670454084873
2pkea,16,547,0.9772841334342957,IPR004541,"Translation elongation factor EFTu/EF1A, bacterial/organelle",5.88563346862793,2.486903667449951,3.3987298011779785,1.2428412437438965,0.0003488398215267807
2pkea,16,547,0.9772841334342957,IPR050055,Elongation factor Tu GTPase,5.88563346862793,2.486903667449951,3.3987298011779785,1.2428412437438965,0.0003488398215267807
