Case,Layer,Latent_ID,AUC,InterPro ID,InterPro Name,A_in,A_out,Delta_In_Out,L2FC,Bonferroni adj. p-value
2pkea,12,387,0.9791527986526489,IPR018220,"Adenylosuccinate synthase, GTP-binding site",1.8128662109375,0.32599687576293945,1.4868693351745605,2.4752981662750244,2.622411329866736e-06
2pkea,12,387,0.9951942563056946,IPR000291,"D-alanine--D-alanine ligase/VANA/B/C, conserved site",2.7770683765411377,0.3255827724933624,2.4514856338500977,3.0924222469329834,0.00408144248649478
2pkea,12,387,0.9991373419761658,IPR020574,"Small ribosomal subunit protein uS9, conserved site",3.73046875,0.3240962624549866,3.406372547149658,3.524818181991577,0.00042038646643050015
2pkea,12,387,0.9752832651138306,IPR020595,"MnmG-related, conserved site",1.7635290622711182,0.32665663957595825,1.4368724822998047,2.4325742721557617,0.004283253103494644
2pkea,12,387,0.985338032245636,IPR049946,"Large ribosomal subunit protein bL20, conserved site",2.0877604484558105,0.3258817791938782,1.7618787288665771,2.6794912815093994,4.417308809934184e-05
2pkea,12,387,0.9735403060913086,IPR001986,Enolpyruvate transferase domain,1.690039038658142,0.3264791965484619,1.3635598421096802,2.3719491958618164,0.00016218391829170287
2pkea,12,387,0.9951942563056946,IPR011095,"D-alanine--D-alanine ligase, C-terminal",2.7770683765411377,0.3255827724933624,2.4514856338500977,3.0924222469329834,0.00408144248649478
2pkea,12,387,0.9952583909034729,IPR011127,"D-alanine--D-alanine ligase, N-terminal domain",2.7969298362731934,0.3258063495159149,2.471123456954956,3.101713180541992,0.026747146621346474
2pkea,12,387,0.991273820400238,IPR011761,ATP-grasp fold,2.4664735794067383,0.3220914304256439,2.1443822383880615,2.9368627071380615,2.5939229265527824e-17
2pkea,12,387,0.9664024710655212,IPR020630,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",1.5747222900390625,0.3265274465084076,1.2481948137283325,2.2697770595550537,6.637415935983881e-05
2pkea,12,387,0.9664024710655212,IPR020631,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",1.5747222900390625,0.3265274465084076,1.2481948137283325,2.2697770595550537,6.637415935983881e-05
2pkea,12,387,0.977492094039917,IPR040131,"MnmG, N-terminal domain",1.8334945440292358,0.3261127769947052,1.507381796836853,2.4911088943481445,1.840256118157413e-05
2pkea,12,387,0.9664024710655212,IPR000672,Tetrahydrofolate dehydrogenase/cyclohydrolase,1.5747222900390625,0.3265274465084076,1.2481948137283325,2.2697770595550537,6.637415935983881e-05
2pkea,12,387,0.9991373419761658,IPR000754,Small ribosomal subunit protein uS9,3.73046875,0.3240962624549866,3.406372547149658,3.524818181991577,0.00042038646643050015
2pkea,12,387,0.9793099761009216,IPR001114,Adenylosuccinate synthetase,1.8160285949707031,0.3258422315120697,1.490186333656311,2.47849702835083,4.455546900317131e-07
2pkea,12,387,0.9900153875350952,IPR001980,Phosphopantetheine adenylyltransferase,2.297797203063965,0.324973464012146,1.9728237390518188,2.8218131065368652,1.0699319830109744e-07
